,score,content,thumbsUpCount,replyContent
352,5,Transaction : Easy transaction,0,
353,5,"Safe and secure : Genuineness and fair app. High security plus fast transactions, quick responses for the queries.",0,
354,5,App Performance is good… : Easy to use. Overall good. Satisfied.,0,
355,2,"Apps notifications can’t clear : There’s bug on the apps. Unable to clear the notification show 14 unclear notifications, please fix ASAP.",0,
356,4,Issue with Digital Token : No OTP when digital token already been set up. Previously was okay. Only recently unable to get digital token otp.,0,
357,2,"Not able to log out : Received digibank alert this service isn’t available right now, it don’t allow me to log out but only activate continue banking only.",0,
358,2,"It gets buggy : Sometimes cannot open, and sometimes takes multiple tries to receive otp",0,
359,1,Account peek on Apple Watch and Phone : The account peek feature on mobile and Apple Watch keeps on disabling by itself over and over again and I have to log in to the app to activate this feature! I would give 0 stars if I could.,0,
360,5,Posb digital app : Great App…easy to use and very convenient. Thank u,0,
361,5,"Account and ATM : So safe and helpful, help out many trip to the atm",0,
362,5,Great Apps : Awesome and user friendly apps. Keep up the good job!,0,
363,5,"Transfer : Fast n easy, excellent service",0,
364,1,"Bug in the latest version : The app got bug shown in the notification, I have cleared notification but the app icon still shown 14 notifications not read! Kindly fix this urgently",0,
365,1,worst banking app ever : absolutely worst banking app ever to exist. the app just freezes everytime i click on anything but the homepage. this alone is enough to make me want to close my account with POSB and open another one elsewhere.,0,
366,2,"Scan & Pay not functioning : Unable to scan photo from library. It has been like this for a few weeks now. Please debug. 

FYI I am on iPhone13 Pro Max.",0,
367,1,Couldn’t log in : After the latest update I couldn’t login to my account it just stay at the loading page forever please fix this,0,
368,1,"Issues 23 Nov : App is unavailable and logged me out more than a dozen times. 

Unable to view accounts, Paynow, Scan to Pay, all not avail. 

Error messages.
System unavailable right now;
System facing technical difficulties; 
System timeout (despite being only 3 sec);
You will be logged out. Try again later. 

Even powered off/ on my phone to optimise. No success. 
Tried again 2 hours later. Same issue. 
Please fix.",0,
369,5,Finally working on iPhone 12 Pro Max : Finally working on iPhone 12 Pro Max,0,
370,1,"Such a useless app + poor respond on fix : Seriously after all the complains from different on your app crashes on iOS14.2 and you guys are not even putting an effort to fix it? Incredible!!!  Apple if you are reading this , pls remove this useless app from App Store.",0,
371,5,Very Convenient : Very Convenient & Easy to use,0,
372,1,Not working on iPhone 7 : My iPhone is spoilt. Installed this on an older phone (iPhone7) and the app would not open and will be stuck at the loading screen before shutting itself. How am i suppose to access my digital banking services?,0,
373,3,Keep crashing. : Help the app keep crashing whenever I try to open the app,0,
374,1,"Application status : Even after approved, the application status still put pending for months!!! Please clear the hanging application that already been approved!! I cant apply for cashline due to application is pending!!",0,
375,1,Can’t set up digital token after change phone : I have been looped round and round trying to set up a digital token after I upgraded my iphone. This is simple step but the app just can’t do it. Sigh.,0,
376,1,Annoying notifications : The notification number which is on the top right corner of the icon cannot goes off and keeps on accumulating.,0,
377,2,Please reduce the app size : Why doesn POSB need more than 395MB while other bank app can keep it within 150MB? Does the tech do a regular clean up on the app to ensure the app size is reasonable size?,0,
378,1,Login : I could not even log in after the new update and i also could not make any tansaction from other apps linking with my account. Please rectify the issue immediately.,0,
379,1,"Time out issue : after update, login cannot access to view deposits & other feature. keep on display time out issue",0,
380,5,Great Apps : Provides a lot of convenient.,0,
381,1,Bugs with iOS 15 : 1. Very very slow when on iOS 15 and 2. Times out window keeps popping up as soon as I have just logged in successfully before doing anything,0,
382,5,"Perfect : Please keep improving. Hope to not use physical cash in my lifetime, even at Hawker centres.",0,
383,1,"Phone gets super HOT : I am using iPhone 12 running iOS 14.4. Whenever the app is launched just for PayNow transaction, the phone gets super hot such there the battery drained exponentially from 87% to 82%. Please rectify this problem as I have no issues with other banks in their mobile app.",0,
384,5,Convenient and hassle free : This app is accessible and easy to use.,0,
385,3,"Can’t use the app : The app gets stuck at the logo page. Didn’t use to have this issue, can you guys look into it.",0,
386,5,"Digibank. : Hi, I find the digibank from this Bank. Is the best . Simple and anybody can do its. 
Excellent service.",0,
387,2,Nil : I just realised that the credit card amt is not updated on the system. Hence I have to call the bank to ensure the right balance left. Why is this so? Previously all is updated correctly.,0,
388,1,"Share transfer details : I tried to transfer paynow details to my friend on whatsapp but it will just freeze for some reason, it has been on going like this since last week . Do fix this issue :)",0,
389,3,"After iOS update, can’t login with fingerprint : As said in the title, am not able to login with my fingerprint after updating my iOS. Can help pls?",0,
390,5,Brillian App : Transactions are made more convenient and easy for users! Fast and secured. Great app!,0,
391,2,Keep show app outdated : Just update few days ago to latest version yet after log in keep prompting that the app is outdated,0,
392,2,Phantom Notification Badge : The notification badge appears on the app icon even though there are no notifications in the app.,0,
393,1,New Keyboard : After a recent update the keypad for logging into the app is extremely buggy and hard to type. Please revert back to the old one or fix the current one please,0,
394,4,"paynow page alignment : paynow page alignment for the first payee searched results the alignment is out. meaning the payee contacts is in line with the search box making it unable to select the top first payee. kindly retified thanks. 

after serveral updates its still the same.",0,
395,1,Why fix something when it ain’t broken? : Changing login page keypad to such a laggy and weird interface.. prev one was working perfectly fine,0,
396,1,"No debit card services : Unlike the web app / online banking, debit card services like transactions history etc. are non existent... Feedback is given to the bank officer in 2020 but apparently the developer did not take heed.",0,
397,1,Live chat or live agent difficult to find : Last time there are live agent to chat to solve the problem. Now only have digibot and which is not very helpful particular problem. It's good only for general FAQ.,0,
398,1,Bad bad bad : Has been very very reliable theses days. Keep having technical issues. Experience has been so frustrating. Developers seem unaware of happenings as nothing seem to be done. Will be lucky if you can complete any task on app. A step backwards,0,
399,1,HIDE ACCOUNT : Hope there is an option to choose to hide one of the accounts rather than show full amount at the front page.,0,
400,5,Works well : App works well and fast.,0,
401,1,Notification badges : The notification badge doesn’t go away even when I tried deleting the app and re-download again. Please fix the bug. Thanks.,0,
402,1,Scan and pay : It’s horrible and can be nightmare when your merchant says you did not pay when the sms / bank transaction reflects otherwise.,0,
403,1,"Bad security with little accountability : Online banking down for close to 2 days, no accountability at all. “Sorry” does not fix the loss of opportunities customer sustained during this window of down time",0,
404,5,Compare to others : Love the speed and simplicity unlike OCBC,0,
405,3,Battery drain : Iphone 12 mini while using the app battery drain faster and hot 🔥🔥,0,
406,1,App is not working : Past few days the app is not opening on my phone and I have tried to restart my phone and delete and reinstall the app as well. I think it affects iPhone user. The app is still not opening.,0,
407,4,Application Fail in new iPhone 12 : Can please check if this is a real issue?,0,
408,2,Option for Insights : Give users the option to turn off Insights as it is annoying to see it right on the screen,0,
409,5,"POSB Digibank App : This App is user friendly, it is easy to transfer money locally & Oversea.",0,
410,2,"App keeps crashing? : Nowadays the app keeps crashing, i’ve updated the app every single time there’s any updates but it still kept crashing!!!! Please fix this issue omg.",0,
411,3,Paynow issue : Paynow has been having issue for the past 3 weeks,0,
412,5,App hung at splash screen : App hangs at splash screen for iOS 14.3. Is there an update coming soon?,0,
413,1,"Worst experience ever : i tried more than 20 times to login and still can not make it, come on,do something to fix the bug! This is so annoying!!!!",0,
414,3,"App is good but making phone hot : Am using 11 pro, but within 1 min of using the App, be it posb or dbs, my phone get super hot (below the camera). What is the app performing? Getting some personel info? Spying?",0,
415,2,"Service not available : Could you guys fix the bug the “service not available” I have issues logging to my account 

Thank.",0,
416,2,"Initially great app, now super annoying : Every time I close the app and I enter again, I have to key in my particulars manually, can’t even use Face ID. Please fix this for god sake.",0,
417,1,"Keeps not in service : No matter how many times i do continously day by day , it will keep saying that digibank is not in service what crap is this ? They are not even fixing it lol so if cannot use better don’t need to even make an app right? Lol",0,
418,1,"PAYNOW : Under My Profile for PAYNOW, I am unable to edit and change to my other desired account which I would like to receive the money when someone did a fund transfer to me. Why?",0,
419,2,Always got issue signing in : Always very slow and got issue with signing in error. Pls do maintain ur servers if there is a big volume of activity in ur server.,0,
420,5,Fee Waiver : Good function to have the digibot to handle fee waiver request,0,
421,1,Inconvenient : Can’t copy and paste account number? Maybe this is considered a security issue but I don’t see how it affects anything? Makes 0 sense for me to enter account number for adding a recipient manually.,0,
422,1,Crashing and crashing : Using the POSB app is the most frustrating thing ever. Keeps crashing and cannot even perform a simple task of checking transaction without crashing.,0,
423,5,Wong : Easy to use n never fail me.,0,
424,2,Keep showing try again latter : is been one week ，still cant lock-in,0,
425,5,Excellent app easy and convenient : Good job🤩,0,
426,1,"Phone heat up when using the app : The app heat up the iPhone 12 Pro everything time I'm using it

8 months since iOS 14 is out and DBS still can’t fix the heating issue .. totally disappointed",0,
427,3,POSB digibank in Other languages : It will be even better if banks start to develop their banking Apps in other Languages too to motivate the group of population who are non-English speaking  to use the App at ease.,0,
428,2,The quick peek : The app is good when after update. But the quick peek is gone after the update of the app. Kindly bring back the quick peek function back to the app thanks,0,
429,1,"Pleas fix asap for ios 13.3 very buggy! : Can only use once per restart your device, if second log in and so on...app will hang and crash, cannot use more than once per restart?!!!

Paynow got error on first send so obviously we resend again, guess what was deducted twice also!

Overseas remit some bugs too sometimes cannot send thru...

Fast transfer also got some error bugs as well...

Kindly fix as soon as possible

Thanks in Advance",0,
430,1,Kept pop out. : After I updated when ever I click in it will pop out itself and so how am this app so call convenience for us to log in if it keep pop out and I tried to deleted and re download.,0,
431,2,"App crashing : Cant seem to even open the app, once open,got in the app,the app just crash. Cant even do anything.",0,
432,1,App lagging : Always having problems connecting. Especially when transfering funds. Disconnects when seems it is connected. Repeated times of authentication. App need serious revamp.,0,
433,1,"Unable to sync with external accounts for months : Unacceptable for an institution app that handles money! Garbage app, worse is customer services or bank staff not able to resolve and didn’t know what to do!",0,
434,2,Set up digital token : Is there a bug with the app? Keeps prompting to set up digital token even though I didn’t change my phone.,0,
435,1,Digital Token : Digital Token still not working on App. Click on Digital Token feature will bring you directly to the banking transactions details. Still need 2FA from SMS whenever logging on is needed. Frustrated.,0,
436,5,POSB digibank Apps : A very handy and easy to use apps for most  banking transactions even for remittance to oversea.,0,
437,4,Cannot add recipient : When trying to add vpa it wont work. Pls fix bug,0,
438,1,Crashing phone : The app is crashing recently and hangs my iPhone and the phone restarts automatically. Never used to happen for many years. This started 2 weeks back only.,0,
439,4,Peek balance : Peek balance is not available anymore after the update?,0,
440,5,Rating : Efficient,0,
441,5,Perfect : keep it up the good work on net banking …cheer to all back office staffs 😄,0,
442,1,Bug in latest update : Notification badges remain although tall notifications have been read and deleted,0,
443,1,"What happened to your IT department? : The app was seamless since the dawn of time I’ve used it, recently it’s glitchy & cranky... there must have been a change in your IT support dept because the app kinda sucked.",0,
444,1,App slow to open and always shows technical problems messages since update : Please check the app again. Very slow and has bugs,0,
445,3,Unable to launch the app : I am not able to launch the app after upgrading to version 5.0.1 on my iPhone 11 (iSO 14.3). Is app version 5.0.1 compatible with iOS 14.3?,0,
446,1,"Iphone 12 pro max heat building up : POSB app for IOS is generating excessive heat on my 12 pro max. The phone heat up instantly after couple minutes of usage.  It can go up to as high as 45deg C when I measure surface of my phone physically.

Please look into the issue asap.",0,
447,1,"App crashing : The app keep crashing whenever I want to verify transactions through the digital token. Then when it stops crashing, it will say “Transaction in progress” on the app. Super buggy nowadays please update and fix",0,
448,1,"Update : After updating, 
Have to re key the user name and password. 
Using the forgot user & pin but no reply and always hang! Saying service isn’t available!!!! 
Can please do something about it??? And don’t alway keep updating!!!!",0,
449,5,Edwin HC Tan : Fast & easy to make local funds transfer,0,
450,5,Hi : Easy to use thanks for make us simply use posbank,0,
451,5,A breeze to use : Simple UI ... easy navigation .. great job !!,0,
452,1,"Session time out error : The latest version as of 5 Nov 2021 has a software bug. After login, when i tried to view my transactions, a session time out occurs.",0,
453,1,"Crashing : Your app isn’t working at all. Crashing both of my phones all the time, 30seconds into the app it freezes the entire screen and force restart the phone.",0,
454,2,"Always crash : Always crash, saying page expires etc. Kinda annoying. Its happening too frequently.",0,
455,1,"Cannot open : If i open the app cannot loading long time, tied of seeing this. App is updated as latest version & my iPhone update latest version. Cannot identified why cannot open.",0,
456,2,"Crash : The app taking a long time to load, and it keep crashing multiple time. Please fix this issues.",0,
457,2,"Unreliable : Seriously, so many visual updates but still can’t get a stable app.

I’m overseas now so I need the app to check my balance and update my card settings. Need the app because 2FA doesn’t work on a temporary foreign number. Well, app crashes every time i try to open it.

POSB does many things right but this app is not one of them.

Garbage app. 2 stars only because OCBC’s app is even worse.",0,
458,1,App automatically close when open : When I open the app I will automatically close  I had to reopen again,0,
459,1,"App is crashing Mobile Network : Been noticing after using the app for some time (2-3min), it crashes the whole connectivity. Tried on 4G.",0,
460,5,"kept crashing : updated the app 2 days ago.  post update cannot log in, the app kept crashing out.",0,
461,1,"Fix your app!! : The app is horrendous! Can’t log in. If you’re lucky to log in, you will be log out immediately due to security time out. Security my foot. Fix the app and test it on your end.",0,
462,1,"Turning horrible : The app is horrible these days 
Logged in several times and still unable to make any transactions",0,
463,1,"Disappearance of Fixed Deposit Account : Fixed Deposit Account was used to be on home page but it was disappeared
when I logged in today...wondering what happened?",0,
464,1,"Please update the app! : The app is forever having maintanence. There has been so many incidents where I would like to transfer money but the app is down. Please do something about it, it’s pretty frustrating.",0,
465,1,"Service always not available? : Error message “This service isn’t available right now” keeps appearing.  Didn’t have this problem before, please fix it asap.",0,
466,4,User friendly : The apps is safe and easy to use,0,
467,3,Face ID login : Face ID login not working upon clicking login for the first time it only works after I back out I press login again?,0,
468,2,Credit card : No credit card show after update,0,
469,1,The worst app against other banks : Cannot select individual account for changing the address. Cannot print statement by individual account. The most lousy app among the local banks.,0,
470,1,"Technical issues : When ever I login in to the POSB app, the login page will end up with a pop up message (session time out).have to religion once or twice.",0,
471,1,App crashing while trying to apply something : App is force closing while try to do pay by instalment changes. Please fix it asap.,0,
472,1,Fix : I don’t understand why I can’t access my account and it doesn’t allow me to do any transaction?!!! Its been going on for weeks now please fix this!!!!!,0,
473,5,POSB App : Secured and user friendly! Always a pleasure using this app.,0,
474,2,Apps crashing : The app keeps crashing. I tried logging in several times…,0,
475,1,Hangs frequently on iPad : This app is terrible. It hangs frequently and freezes the entire iPad. Which is really rare for an iOS app. Horrible user experience also.,0,
476,5,Good mobile banking app : Robust and easy to use.,0,
477,5,Fast and Convenient : Good and reliable app.,0,
478,1,"App don’t launch quickly-Not user friendly : Dinned with friends & made online payments cannot launch app to pay quickly.  App cannot response diligently (Tap & wait, & close app a few times).",0,
479,1,Crashing after recent update : App keeps crashing after recent updates. I can’t even open the app without it closing down automatically.,0,
480,5,Best Banking App : Everything is simplified and intuitive. The best banking app!,0,
481,2,Bugs : Unable to change particulars,0,
482,4,"Excellent Banking App : So far so good, I’m quite happy with the services provide the APP.",0,
483,5,"Power : Solid la why, how not solid. Do the best for us la why",0,
484,2,Update particular : Not easy to use. Not easy to update particular. Keep asking me on tokenID which I don’t have,0,
485,1,Future Payment View : The app does not allow user to view any future dated payment prior to actual payment date.,0,
486,5,Great app : Easy to use. No brainer n love that u can transfer money easily overseas.,0,
487,1,"lousy app after update : After the app update, i simply cannot do ibanking at all , it is useless and wasting my time and effort to go bank branch for help. But they dun bother to call me back",0,
488,1,"Problem : What it keep showing "" the session has timed out for your security, please login again' everytime i want to make a transaction",0,
489,1,Can’t open App : Crashing out login after updated. I have updated to iOS 15 to solve crashing out but nothing change. Pls fix it ASAP!!!.,0,
490,1,iPhone 12 heats up while using app : Tried a few times and my iPhone 12 heats up everytime I use this app. Please relook and see if this issue can be fixed.,0,
491,2,"Not functioning : It stays on the splash screen “POSB”, no login page, nothing. It’s been 2 hours now... still the splash screen. This problem persists even with the DBS app. Is this some IOS issue? IPhone XR iOS 14.3",0,
492,3,Reload App unable to open . : Unable to use. I do the reinstall become can not use!!,0,
493,1,"Problem!! : I think there is a problem, my balance each time i login within a day is different... never receive any email notifications.. is posb down??",0,
494,1,"Cant use facial id to login : After updating the app, my facial if was lost n i hv to log into the app using userid n pswd which i dont rmbr. So i tried to reset my pin but at the end, it says this svc is unavailable at the moment....someone pls look into this issue",0,
495,1,Instability App : Suppose to ‘throw away the token’ and use the digital token which is a good move in moving toward digital world. Sad to say keep resetting and resettling the Setting in app in order to get this digital token. In short - instability...you see today and tomorrow is gone,0,
496,1,"Set up digital token : Why do i need to set up digital token whenever i log into the app!? If the system is down, please at least send us an sms to inform us. Very bad experience.",0,
497,1,"App is laggy, unable to login : Have trouble logging in many times, have to keep refreshing and exiting the app to login successfully despite updating the app.",0,
498,1,"Cannot log in again : Cannot login for 1 day already, problem no resolve, no response from the team . Cause many inconvenience for user🤬🤬🤬",0,
499,1,Login Keypad too small compared to before : Make the keypad bigger to how it was before. Most are used to default size and the suddenly shrink in size is irritating,0,
500,5,Excellent Banking App : Excellent service always. No Issues. Thanks POSB.,0,
501,5,Simple and easy to use! : Simply Awesome App that is for everyone,0,
502,1,"Don’t fix what is not broken : New update is extremely laggy and buggy, all transaction signings take extremely long to verify and eventually end up unsuccessful (meets, debit cards). Not sure if update or downgrade.",0,
503,1,App is unable to open : The app is unable to open and hangs at loading page. Extremely frustrating as I need to use the e-services daily.,0,
504,2,Digital token not working : Something wrong with the digital token setup. It doesn’t think it’s set up even though it is already and crashes on my iphone SE.,0,
505,5,Crash : Crashed,0,
506,1,"App is always crashing : App crashes 9 out of 10 times I try to open it, what’s the point of developing a mobile app when it won’t even open? Please fix the issue",0,
507,5,Review for posb : Not bad but can be better,0,
508,5,Convenient : Easy fast safe love it,0,
509,1,Local transfer : Until now still cannot local transfer,0,
510,1,Today can access already I waiting 2 months : Today can access already I waiting 2 months,0,
511,2,The system has broken down for 2 days : Above mentioned,0,
512,1,"Frustrating to use : Don’t know what is wrong with the app after the recent updates. Session keeps timing out, super frustrating to use.",0,
513,1,Apps logged out : App keeps logging me out “for my own security “ even though i am the one trying to access my own accounts,0,
514,1,Cannot login after latest update : Cannot login after latest update,0,
515,1,"Abusing notifications for ads : Still using notifications for ads which is against Apple App Store rules. So far I have had ads for furniture, home loans, insurance, electricity, healthcare.",0,
516,1,"App is taking more time to launch : The app is taking considerable amount of time to get the login screen. This started recently, Am using iPhone XS Max pls check this out quickly and get it fixed.",0,
517,1,"Cannot open after new update for iPhone version : After new update, the apps totally cannot open.",0,
518,1,Momentary technical difficulties : This app always always facing technical difficulties I have faced it second time already what is wrong with the app want to transfer money also very hard please fix it thanks !,0,
519,1,"FingerID not working : After the last 2 updates, FingerID login is not able to work. Why push out some updates and fix something that’s not broken?!",0,
520,5,Excellent app! : Superb app and extremely easy to navigate!,0,
521,1,"Service not available : Keep facing error message saying , “This service is not available right now . Please try again later”.

Its been more than 3 days now . Will there be a new app ???",0,
522,1,"No idea what the app is meant for : Please see how standard chartered mobile app works good for iPhone and then design your app. Any updates, this app doesn’t remember previous settings at all. Do you guys know what you are doing?",0,
523,1,View history by range issue : When I tried to select view history by range the apps automatically shutdown look like there’s a bug.,0,
524,1,Face ID don’t work in latest version : After upgrading to ios13 the Face ID don’t seemed to work anymore. Keep saying that service is unavailable. Tried resinstall or install another device and it’s the same,0,
525,1,Repeatedly ask me to set up digital token : Keeps requesting me to set up digital token even though I have done it successfully many times over.,0,
526,3,"DBS shown after login : Reinstalled app but app still shows red colour DBS after login. 
Unable to rectify
Very much prefer old blue POSB",0,
527,1,Digibank not functioning : Keep timed out/digibank service not available/ please try again later. Please fix the app bug ASAP. This is not suppose to happen!,0,
528,1,"Auto log out : Before I can even perform any banking tasks, I get logged out. “This session has timed out for your security. Please log in again”",0,
529,1,"This app is a crap! : What a joke! Cannot do setup for digital token. Try seek help from digibot, it gives a link to Help and Support which had no response when i clicked on it. The worst bank app!!!",0,
530,1,"Pro App Performance : iPhone 12 Pro Max heats up way too much while using this app. This issue only affects iPhone 12 Pro Max, not my iPhone XR or iPhone 12 or any previous generation iPhones. Disappointing.",0,
531,1,"Slow loading apps : Recently taking long to load the apps.. 
so inconvenient especially when u need it for digital token or paynow. I tot it’s my phone so i changed phone still same",0,
532,3,Keeps crashing!!! : App is great but it keeps crashing! Please do something to fix it!,0,
533,2,"App updates : After updating the app updates (it says login issues), have to delete the app and reinstall.",0,
534,4,"Touch ID login : Not able to use Touch ID login using the app. 

Thank you",0,
535,4,Colour scheme : The app works. But I am pretty upset about the colour scheme change. 🥲,0,
536,3,Crash : The app keeps crashing whenever I want to open it.,0,
537,1,"App issues : When trying to transfer money to someone, the app froze and unable to use.",0,
538,1,App keep on crashing or timed out : Used to be a good app but recently it’s so frustrating as the app keep on crashing or timed out. Other banks apps are getting better than POSB.,0,
539,1,"iPhone 12 Pro is heating when using the app : when I open the Posb mobile app from my iPhone 12 Pro less than 2 mins, the iphone become warmer.",0,
540,5,"Great : works well, thank you!",0,
541,1,App issue : App does not launch immediately or takes a longer time to display main home screen on IOS device. Please look into this.,0,
542,5,About the app : The best n easiest app to use!! Unlike other banks.,0,
543,1,"Clunky Navigation, Not User Friendly : Navigation is messy and makes little sense.

It also doesn’t alert users to anything - user can enter lots of data and then the app just throws u out. Enter again n it does the same. 

Accounts info in different types of accts also don’t show standard consistency. 

Clunky n still needs much improvement.",0,
544,1,"Face ID no longer works : Had to login using ID and PIN.  Then went to settings to enable FaceID.  However, at next login, again FaceID not available, need to key ID and PIN again.  FaceID was working fine in the previous version.",0,
545,1,Trash : Gonna have to physically transfer all my money out from POSB ATM to deposit into another bank account where the mobile banking service is working since the POSB one keeps crashing,0,
546,3,App unable to open : Can’t even open the app after update. What happened??,0,
547,1,"Keeps getting logged out : Logged in using Face ID, then got notification that I’ve been logged out due to security issues. Pls fix this",0,
548,1,keeps timing me out : everytime i try to paynow someone i have to log in multiple times with touch id and PIN cuz it keeps timing me out for no reason. fix your app???,0,
549,1,Out of Date Range : When I try to access my main chequing and savings account it says out of date range. What's happening?,0,
550,3,Login problem : It takes me very long time to login to the app,0,
551,3,App crashing : This app has my phone and need to reboot every time is access it .,0,
552,5,Update please : App can’t open,0,
553,2,Cant set face ID : I tried setting face ID as my login default but everytime the function never appear whenever I open the app. Please advise on how to solve this...,0,
554,1,Account Error : I’m unable to login to my account across multiple phones and it keeps telling me system error. When will the app be updated??,0,
555,3,"Music stops : Once you transfers funds music stops. Needs to replay. 
Can you fix.  Thanks",0,
556,5,Easy : Easy to use,0,
557,5,Tranfer : Easy n convenient thanks posb,0,
558,2,"facial recognition : Unable to use facial recognition, keeps saying digibank is unavailable when using facial recognition",0,
559,1,"Paynow is not working well! : Can't just input phone number in iPhone, need to save and punch in the name even for a 1 time transfer. Please look into this!",0,
560,5,User Friendly : Nice and hassle free app!,0,
561,1,"Unable to log in since 23 Nov : Can’t log in since yesterday. This is quite a long downtime. 

Hope it is resolved soon!",0,
562,1,Lousy app : The app always crash or loading. Almost 30% times facing the issue. Unbelievable lousy development team.,0,
563,1,App keeps saying session timed out : The App keeps on saying “Session Timed Out” when i just logged in. I can’t even do any transactions because of this.,0,
564,1,Fix keyboard layout : New keyboard layout is totally different from apple stock keyboard so our muscle memory messes up the input. Ending atleast 2 times before logging in successfully.,0,
565,1,Payment Controls is broken!!! : I can’t use my cards since this feature is only accessible in the app. Please fix it ASAP!!!,0,
566,1,Absolutely Lousy App : Crashes and freezes each login. What a poorly developed app. For such a big company to produce such a sub par app especially when it involves people’s money,0,
567,2,Fix the app : Poor user experience. Keeps on crashing recently.,0,
568,1,"Troublesome Bank : Bank internet banking keep pop me out after login.
This the most troublesome internet banking bank that I has used since so many bank and it is not the first time I have such an issue.

If this banks doesn’t have pretty old history or present of the country.

I really hope to change it instead.",0,
569,1,Stuck at loading screen : I'm stuck at the loading screen.,0,
570,4,"POSB app : Quite secure in using the app, with latest security software protection from cyberattack & hacking in smartphone, update of anti-malware anti-hackers security very important in smartphone OS.",0,
571,1,Stupid app : Wasted my time. I don’t what the hell is wrong with the scan & pay. People are all waiting for me and yet this stupid app is loading like theres no tomorrow. Idiot,0,
572,1,"No email otp sent : As of today, I cannot login my app because the app is forcing me to update some nonsense. My email otp is not given after afew tries. I am frustrated.",0,
573,1,Always have problem with paynow scanning : Can’t scan the screenshots of QR codes even after restarting the app and the phone. Super troublesome and lousy,0,
574,2,Cannot log in : It takes quite some time before I can log in,0,
575,1,"Disappointing : Posb ibanking app constantly provides problems with logging in and completing the most simple task to do a quick transfer with no legitimate explanation or reasoning for the app’s lack of efficiency. 

Please work on a better app.",0,
576,1,"The Apps needs re-code! : Despite feedback, talked to staff of DBS and uninstalled the App. Each time after using the App, I needed to reset my iPhone 12PM to get back its normalcy as it “kills” the Signal Strength of the phone and made the phone useless!",0,
577,1,"Good for one use only : After last update this app hangs for
Iphone 6S. No fix in sight as I have not been able to log in for months now and have to resort to usins my desktop. Please resolve.",0,
578,1,"POSB & DBS apps : Stuck at the logo page.  Can’t launch at all.  Tried IOS updates, delete n reload apps many times already so ended using browser to access bank’s account.",0,
579,1,Face ID do not work after enabling it : Face ID do not work after trying to enabling it. I have multiple banking apps and i can say this one is the that have the most issues,0,
580,5,POSB app : The app is user friendly & very easy to use.,0,
581,1,Doesn’t open app After update latest version. Please fix this issue. Thanks : Doesn’t open app After update latest version. Please fix this issue. Thanks,0,
582,1,Frozen on main screen : Unable to access the app to access my digital token. it just gets stuck on the main screen,0,
583,5,"Tony : The application is awesome,convenient and very useful.",0,
584,4,App : User-friendly.,0,
585,1,The app don’t work after update : Used to be a good app but after update I can’t login to my statements all thumbprint login not available and keep displaying not available right now..Please fix dis ASAP..,0,
586,1,Keep crashing : The new apps keep crashing and I been uninstalling and reinstalling for 3nd time this week. Can they have a stable version of this app as it’s annoying to redo all the login.,0,
587,1,The latest version crashed frequently : Pls fix it asap. It crashed few time in 5mins.,0,
588,5,One of the best banking apps : Easy to use app .. l,0,
589,1,Pay and transfer hangs : Hi! My PayNow _pay and transfer_hang few days already. Uninstalled and installed again. And Updated my mobile also. Still hang. Can anyone pls help! Thanks,0,
590,1,Unable to open app : App will crash and unable to open after update,0,
591,1,App with iPhone 12 : The phone gets heats up whenever using the POSB app. Please do something about it as I’m not the only person encounter this problem.,0,
592,2,App : The initial part of the app was very good. But since last year the app can not be open. Whenever to u use have to reinstall the app. Very troublesome.,0,
593,1,"Hangs on loading screen : Hangs on loading screen for a very long time, tried uninstalling and install but not working.",0,
594,1,"permanent disallow button for this : there should be a permanent setting for “find and connect to local devices”. 

Also for an explanation for WHY POSB needs to do so.",0,
595,5,Ok la not bad : user friendly.,0,
596,4,Language packages is needed : Please include language package especially Chinese for elderly. Thanks,0,
597,1,"Cannot transfer money : It just keep hanging at that page and then logout, try afew times also like that.",0,
598,2,Phone gets hot : Phone gets really hot to touch after using the app for a few minutes.,0,
599,1,Still doesn’t work in fixing white screen issue : Posb app hasn’t been launching since Dec 2020 and still doesn’t work despite being told it should,0,
600,4,Fast and efficient. : Fast and efficient. No need to walk to POSBank branch. Very convenient. 👍🏼✨🤓🌈💐,0,
601,1,"App forces iPhone to restart : Noticed while using the app for digital token, my phone just restarted on at least 3 occasion. Please fix! On latest 14.2 iOS",0,
602,3,System will hang after entering the OTP : Bug encountered after upgrading the application. The system will hang after OTP is entered.,0,
603,2,Time out issues are annoying : Keeps crashing when I log in! Says Time out wth,0,
604,2,Slow : It takes very long to load the app,0,
605,1,App Crash : After the latest update. The app crashed and unable to launch despite already delete the app and reinstall again. Poor patch,0,
606,1,2fa issue : App keeps on asking to register for 2fa. This gets on your nerve whenever you need to use the banking services quickly.,0,
607,1,"The most irritating app : 1) Keyed in pw to login
2) The app keep loading then kick you out
3) Hv to key in pw to login again…
4) Then the app keep loading and kick you out again…
Keep repeating 1234….👎🏻👎🏻",0,
608,1,Non stop glitches : Every time I log it the app automatically log me out back. It says “Session has expired”. Sick & tired of it please fix.,0,
609,1,Battery over heated when open this app : My device is Iphone 12 and whenever I open this app it has overheating issues.,0,
610,1,fix the app!!!! : have recently updated my phone to ios14.3 and both my dbs and posb app is not working as it’s just stuck on the front page!!!! and it’s very annoying!!!! pls fix it asap!!!! I GUESS ALOT OF PEOPLE HAVE THE SAME ISSUE TOO,0,
