score,content,date,score_sentiment
5,Payment  control : The payment control allow to have a full control of your credit /debit card in which no bank offer such features in Singapore bank yet .,2022-06-14 14:59:11,1
4,PayNow Contact List : Since IOS 14 there has been a bug with PayNow contact list page. When a contact name is typed in search bar the search bar ovelaps with the contacts below making it unable to select the top 2 contacts shown on the list. This needs a fix asap !,2022-03-03 15:41:05,1
3,Feedback suggestion : Please let us set the default source of funds in our profile and remember it. And don’t switch it each time we select another account to do a paynow transfer. E.g every time we login it will always go back to the default account we set in profile not the last account we used to do a transfer,2023-08-09 09:39:46,-1
5,Transaction History Time Range : Currently users can only view transaction history of the past 6 months (max). It would be more helpful to allow viewing up to 12 months back.,2021-10-23 10:51:10,1
5,Fantastic app for my favourite bank. : I have not had any major issues from the time I’ve started using this app. Love how it’s a one stop one solution for all my banking needs which money other banks actually haven’t really tried to implement. Good job POSB. 👍🏽👍🏽,2021-07-10 07:12:31,1
5,POSB app page Standstill : This happens almost every time after IOS has been updated . Don’t have this issue since last year where it was working fine for me last few years,2021-02-11 03:05:53,1
1,Blood from ears : Some clown on the developer / ux team insists of having the alert chime PING when we send monet despite the visual being more than adequate. The result - a screeching sound that harms the eardrums way above safe and acceptable levels. It has no threshold - cannot be disabled and is just loud for the sake of it. it’s also obtrusive - everyone gets to hear that one is doing banking.I recorded the Decibel levels on my Apple Watch and it Alerts a warning. Now imagine how this feels inside the ear?!? This is not just irresponsible - it’s dangerous and needs to be addressed!,2021-03-15 03:36:34,-1
2,Frequently facing issues loggin in. : Service not available issue occurring more frequently. Sometimes even after login  immediately getting time out errors. Some other times it throw error saying too many times using wrong pin and ask to reset PIN where only Face ID was used to login. Worst experience of using the world’s best digital bank app. Cannot even support the small SG customer base.,2021-11-23 06:53:05,-1
5,Best banking app for credit card : I love the added layers to lock different type of transactions making it easy to prevent unauthorised one!  I am hoping other bank card has them too!,2024-03-22 01:56:45,1
1,Cards : Please update back on the CARDS section update to the previous version. Its making me  confuse on the pending thing previous version was easy for me to track down my expenses. With the new version it get so confusing. Please please remove the pending thingy i prefer the previous version where i can easily track down my expenses! Prefer the previous version where it display your expenses accordingly without confusing with the pending thing.,2021-06-09 19:51:48,-1
3,Please relook the functions and UX! : Not sure what’s happened but it’s almost impossible to login to the app now... it just hangs and shows the main page for a very long time unlike before. Even after logging off and restarting my phone it takes forever. OTP sent to email address? Not sure what’s happened. Pls improve the UX. Previously it was so much better more seamless to use.,2021-02-28 03:48:36,-1
2,Causing iPhone 12 Pro temp to go up : Not sure is that only me or anyone else facing the same problem... my new iPhone 12 Pro Max can become very hot when using this app... never happen to my other iPhone before. Was advice my apple help line to delete and re-install but still having the same problem. So far this is the only app that cause my phone to become very hot... hopefully this can be resolve soon with some coming update..,2020-12-24 03:31:23,-1
1,App Closes Automatically : When I try login to internet banking on my laptop/PC there will be a notification on my phone to authorize the login. However when I press on the notification the POSB app will open and close automatically and then I cannot login on my laptop/PC. I have restarted the app a few times did hard reset of the phone a few times and kept the app updated to the latest version. But the same issue occurs. Please look into this software bug. Thank you.,2020-08-02 10:50:01,-1
2,Keep Asking for feedback : I am an avid user of the app to track all my expenses. However every time i want log out the app keep asking me to provide them feedbacks and rating. Every.... single... time.. to me it’s unnecessary and i’ll just skip the rating portion and close the app. Why in i convenience? I understand that we all want the best out of the app through user rating but asking for the rating/feedback every time can be annoying.,2020-11-13 02:38:51,-1
5,语言 : 功能是很好用 如果有中文就更好了,2023-01-29 05:42:22,1
3,Easy to use but bugs in starting up : The app is intuitive and easy to use however a concern would be starting up the app especially after the latest IOS update. Frequent need to refresh and restart the app to do online transactions which can be annoying. Especially when immediate payment is required.,2021-02-21 14:33:34,-1
2,technical issue : i have trouble getting ibanking done as the app kept disconnecting me from wifi usage. I had thought it is my wifi issue but i had no issue using other apps and even watch netflix smoothly without distruption. However whenever i need to get money wired over app will crash and state that app is under maintenance or no transanction could be made thats when i realize my wifi will be affected,2021-02-06 09:06:00,-1
5,Recently app is lagging : Been having logging and transaction issues for the past few months took a long time to either log in or process transferred.,2021-10-01 00:31:53,1
1,login browser : Why do you need to change when things are doing fine and well in the past?? Your new keyboard is not interactive at all i kept missing out the inputs even though i have keyed in. 3 times telling me my user and password is incorrect. This definitely did not happen before and is due to your new keyboard. Please don't change for the sake of changing you are frustrating your customers.,2021-12-14 01:34:16,-1
5,POSB Digibank Handy Master : I have been using POSB digibank mobile application which gives enchanting experience to complete all my banking needs with ease. Great Tool from gracious POSB IT Team. May the Lord Bless you to attain success in all your ventures. Take care and Stay blessed All is well.,2022-07-19 06:07:04,1
5,App not responsive : My App is not responsive. Cannot open the App without having to delete and re upload again. Used to like the App but now I am sceptical about using it. Can fix the bug please?,2021-02-04 08:19:36,1
5,Great app : User friendly with almost everything can be done using the app instead of having to go to website,2022-12-20 00:14:57,1
2,PayNow - This service isn’t available right now. : After the update keep facing the error This service isn’t available right now. Now is 7am plus in the morning how can the service not available on a weekday.There shouldn’t be any maintenance during this period. I have tried for 2 days.Also sometimes after transfer of money the app crashed. Need to relogin to check if the transaction has crossed.,2019-11-04 23:42:27,-1
3,Issues : First of this app takes too much space I'm not even too sure why. Secondly my music would stop when opening the app and trying to resume playing music would be stopped as soon as I go back to the app. Other than that there are no bugs that I am experiencing,2022-09-01 01:29:32,-1
1,Lousy bank app just beware : Apps are always slow and laggy. When negative feedback is given the system will always deflect them by sending an error message stating that there’s some technical glitch going on. This message won’t appear when the user gives good ratings. Clearly shows that the people behind this app system have no commitment to keep your account secure safe and reliable.,2023-10-15 03:35:17,-1
5,App crashes : Hello I do need some help the app keeps on crashing every time I tried to make a transfer to Paynow. I have also restarted my phone and tried reinstalling the mobile application,2021-07-01 13:57:59,1
5,OTP auto catching isn’t working : Sometimes the phone catches the OTP automatically for other apps or even for during usage of mobile webs but POSB app isn’t catching anything. Wish this part gets smoother if possible.,2020-04-25 05:44:21,1
5,User friendly : App is mostly user friendly and very convenient. Sometimes some technical challenges bother  but mostly very convenient. Easy,2022-08-24 11:32:17,1
1,Stupid app always can not login after every single freakin update you launch! : Your bank is one of the biggest in Singapore yet your ebanking app is so much full of bugs after every update! I have to un-install EVERY single time you have updates to the app and I unable to login. I am using the latest iOS on iPhone 7+ don’t give me crap about old phones or whatsoever. No choice but to use your bank for salary purposes would have ditch your bank umpteen years ago.,2019-12-01 04:05:47,-1
2,keep auto scrolling up and down when I first login : App hang keeps auto scrolling up and down and showed correct amount in my account then the wrong amount after that. Please fix it la thanks.Other than that usually it works fine but everytime it’ll keep auto scrolling up and down when I first login.,2022-12-01 06:43:16,-1
5,Best UI out of the local banks : Not going to compare this with some of the overseas digital banking platform I’ve experienced but just among the local competition this already the most user friendly UI.,2021-05-28 09:55:43,1
4,No Sms notification received : I noticed yesterday that I didn’t receive any sms when I made a fund transfer to another account. Previously I will receive an sms immediately once O made the fund transfer transaction. I hope that this can be rectified.,2022-01-05 02:22:12,1
5,Nice and Stable App : Probably one of the best banking app out there and especially love the summary insights that alert me of unusual transactions it’s like having your own finance officer giving you finance advise. Keep up with the good work and looking forward for more new features.,2020-08-26 00:40:32,1
5,Favourite bank app : I love the UI/UX of the app. Everything’s displayed in a very clear manner it’s easy to navigate and find the things that I need. Especially when compared to some other bank apps where I’ve had really bad experiences with.,2020-03-22 02:54:44,1
2,Can't See Loan Details : After update uninstalling reinstalling still can't access the mortgage loan details after tapping on this item on the home page. Shows a blank page and then can't get back to the home page nor log out after that. Is this item unavailable/not accessible in the app anymore?,2023-12-01 01:33:44,-1
1,Problematic : Ever since the major update convenience isn’t a thing about this app. Logging in takes ages sometimes it crashes when logging in and when i do i’m already at the age of retirement.When i check my transaction history same thing. Loading takes forever and sometimes it crashes.Where is the old POSB app? I miss that so much. The simplicity the efficiency the straightforward no hooplah. Bring back the old posb codes not this hot pile of garbage.,2020-08-28 20:42:44,-1
5,Face ID issue : I have problem with Face ID to unlock POSB digibank apps. I don’t know maybe because of security reasons. Otherwise it’s very good apps to use in Singapore and overseas after updating phone number. Thank you.,2021-08-04 00:51:38,1
1,App doesn’t work almost all the time : App doesn’t work many features don’t show single information just a msg sorry we are having issue. This is especially true when it is weekend or late evening till morning. Sometimes login page says sorry we are facing heavy traffic try logging after sometime. What is this? A banking app or some grocery store app? Unreliable and pathetic.,2023-12-01 14:25:04,-1
1,到底要怎么样才能设置中文 : 软件介绍页面不是说支持中文，可是怎么也设置不了，到底是什么情况？,2022-04-24 15:47:29,-1
5,好 : 操作界面简单实用,2021-09-24 14:56:06,1
5,Best Bank App : Probably the easiest bank app to use. Like the many options which are not complicated to execute.  Other functions like top ups or temporary increase are easy to find and operate.  Very friendly app!,2020-11-11 00:50:37,1
1,App causing phone to heat up : I noticed that this version after using for like 5 minutes the phone starts getting hot very fast.Initially I thought this was caused by another app as. I only noticed it was hot when I used another app but just not long ago while using the app the phone started getting hot again very fast.On hindsight I remembered that the first time I encountered my phone getting hot very fast the POSB app was opened in the background,2021-01-11 20:37:37,-1
2,Service not available keep happened recently : I have experienced a few times that when I want to scan QR to paynow or log into the apps the apps keep prompt out the notification that the services are all unavailable whereby is not even within the maintenance period. Pls fix the bug is really disturbing me. :(,2023-06-28 12:33:32,-1
5,Best digital bank app : I don’t think any bank mobile app even comes close to what DBS has achieved with their mobile app. Impressive improvements- keep it up! This makes me want to bank more with DBS compared to other banks.,2020-05-09 11:39:41,1
5,Full of bugs : Crashes after every update and cannot even use the Face ID to log in. One of the most prominent bank in Singapore but with lack lustre online app services. Disappointed. Uninstalled.,2020-02-28 11:07:25,1
1,Overly protective and too amateurish : Each time when I log in it prompts me to set up a digital token and the authentication is from email and sms. It’s a chore and the app developers aren’t giving any consideration on this matter. Better to use the DBS app as its more faster to log in.It’s good to be protective but please understand the user’s point of view. In case of need to check the balance or use the app on an urgent basis?,2023-05-22 14:11:14,-1
3,Scan and Pay Bug : Please check that the app under Scan and pay is up to date. i open up gallery photo it doesn't show my Paynow payment yesterday i do it can. why today cannot? i restart my iphone still the same issue.,2022-03-01 03:21:10,-1
3,Face ID issue : The Face ID having issue even I did Enable and Save it. But after awhile the Face ID not function anymore even I check again the setting is turned on. To make Face ID function again needed purposely turn off and on again then Save. (But still it will not function again after awhile).,2020-08-02 23:33:04,-1
5,User friendly and convenient : It is an user centric platform with easy to read interface.,2023-03-15 00:07:07,1
3,Feedback for apps improvement : Good apps. Eliminate the need to use desktop version. However please allow copy and paste for message like whatapps SMS etc. This Is to prevent human error when keying in the account number. It will be tough to recover the money if transfer to the wrong account and I am sure banks won't want to take responsibilty.,2019-12-27 02:25:48,-1
5,Having problem using the apps : Always stuck at the POSB logo screen and didn’t change into the main where I need to use the digital token on time. I’m using IOS 14.2 vision. Please look into it. Thanks.,2020-12-09 10:04:50,1
3,iPhone 8 Compatibility Issues : I am a iPhone 8 user and I have been experiencing issues entering the POSB and DBS app and I heard that a friend of mine also an iP8 user has been experiencing the same issue for some time now. Not sure if this is a common issue across iP8 users though. Hope the developers could look into this. Thank you!,2020-12-29 12:23:58,-1
5,I can’t transfer money : It always hang at the page pay & transfer how to fix this issue,2022-04-24 11:22:24,1
5,App not loading fast : The app is taking quite long to load after the recent update. Please check.,2020-12-02 22:46:46,1
5,iPhone becomes Hot : After Using this app version makes my iPhone 12 Pro Max hot and hang up for some apps like WhatsApp settings etc.. please try and take a look,2021-07-17 02:23:05,1
1,Oversea bank transfer : When I want to do a bank transfer to oversea the rate that I want to do is the rate showing when I am make a decision.   I understand it will take few days to transfer but it doesn’t mean I am agree with the change rate after few days.  That mean when the payment done and oversea transfer done are different change rate. This is cheating,2023-06-12 07:42:54,-1
5,Ease of Use & Convenience : I use this app every week without fail. It’s one of must-haves and must-use app on my mobile phone because it is such a simple and convenient app for my banking needs!,2020-05-26 10:21:43,1
3,“Pay by instalments” keeps crashing : The “Pay by Instalments” function (under “More” tab “Apply” section) is not working. When you try to scroll the page to confirm the instalment payment it always crashes. Please fix ASAP.,2022-09-17 00:41:21,-1
4,POSB digibank review : It makes transferring a breeze. The application is easy to use. However it can be improved by putting tutorial on how to use the application on the login page. New users may not know how to setup and manage their accounts.,2020-06-04 03:26:58,1
5,Great customer service : Responsive team when enquired through email and was helpful. Problem solved and confidence restored thank you.,2023-03-30 09:06:18,1
5,Easy to use : “It’s a great app. Easy to use and convenient. Able to update address and etc without going to branch to do it.,2022-09-02 07:39:38,1
1,Extremely buggy app. : It always happens. Paynow to phone number or UEN and it says unsuccessful. But then I will receive SMS later to say it’s successful and true enough it shows deducted from my account. Even scan and pay paid twice to merchant although I scan and paid only once. Seriously have to check transactions everytime I use the app.,2022-11-06 13:42:33,-1
3,Currency exchange  feature request : It will be nice if DBS supports preset currency exchange. Like a pre-order of exchanging $1000 sgd to aud if a certain exchange rate is offered.  Or at least offer a notification if a exchange rate condition is met. This feature is offered by other banks app for multi currencies account owners,2024-01-30 03:52:09,-1
5,A user-oriented banking app : The only banking app that’s truly designed for the user’s needs. My favourite banking app compared to their competitors’. Minimally it’s convenient to use and a slew of convenient functions designed for users.,2020-07-04 09:12:26,1
5,System not available : The system was not a a and had try a few days. Had deleted the app and re-installed again for couples of time. Haiz! What happened? 😞,2019-12-13 10:19:51,1
4,Face ID not working : Face id only worked for the first few months upon downloading the app. Now the button is just there for show and doesn't work anymore. Apart from that the app is good.,2023-04-20 01:32:08,1
3,Transfer option Stuck : Everything works great but whenever i click the transfer it always get stuck the loading symbol doesn’t move,2022-05-15 10:24:01,-1
2,Add card fee waiver option please : Appreciate if you can consider having credit card or finance charge fee waiver in the app.  UOB already have it in their mobile app. Maybe POSB can consider to include it as another option other than calling into the phone services and jamming up the call volume.,2022-01-29 02:52:12,-1
1,Need More ATMs at Seletar Mall : POSB branch at Seletar Mall has been closed sometime last year 2020. Leaving behind ONE  (1) and only ATM machine at basement NTUC.  Always long long queue during weekends. Machine at NTUC is also placed at a small and congested space. Machine also cannot perform book updating. Also can only draw out $50 notes not small denomination notes. Could  POSB/DBS look into this?  Could personnel find another location and place a few more machines at Seletar Mall?  Thanks.,2021-02-27 10:18:30,-1
1,Have to get a physical token to activate the digital one : Yup was advised by DBS call Center after going through days of waiting for them to fix the app glitch. Now the only solution is to do the above cuz apparently the SMS pin is also not working. Why keep updating and changing the app if basic functions can’t even stay in working conditions? Really frustrating .... Stop ‘improving’ this app unnecessarily please if it’s working fine!,2019-12-16 13:25:25,-1
5,Application didn’t work : After the update even can’t open until now hope someone to fix this error,2019-12-08 02:14:21,1
5,DBS Digibank Apps : Ease of use with very clear self explanatory instructions & always offers choice to Confirm before they execute the requested transaction. So you feel more assured. Thanks,2023-12-04 14:44:58,1
5,Service is down? : cannot open app for make online payment!,2021-11-23 04:58:43,1
1,Hard to use : Doesn't allow pasting of account numbers and doesn't default to number entry in that field. Also had a scare when it rejected my login pin multiple times when it worked on the website.Keep having errors when trying to pay my credit card bill,2023-09-12 16:04:56,-1
1,Keep prompting me to set up digital token : The app prompted me to set up digital token many times on the same phone.  I just completed setting it up at 8.30pm today. When I tried to login at 9.30pm it prompted me again. I have to go through the same steps again. Otherwise I can only log off. Terrible service. I don’t have this problem with Ocbc & Citibank app,2023-05-12 13:37:46,-1
4,Push notification : Didn’t receive push notification.,2023-10-16 23:29:33,1
1,Mixed : Occasionally have reliability issues like pre mature time outs.  Some aspects could improve like ease of adding payees or moving across screens within the payments function. Currently have to click back arrow in the corner of screen can be less easy on a large phone screen.  Why not enable screen swipe to go back or more relevant nav buttons?,2021-04-08 01:00:46,-1
1,CANNOT OPEN APP : App is very unreliable as it can only be used at rare times. Most of the time it remain stuck on the white screen or screen with the dbs logo. Not only am i unable to use ibanking through my phone im also unable to use ibanking through laptop anyway as it requires me to authenticate through digital token on my phone which cant be done since the app cant even be opened. Called customer service last year october and they say they cannot do anything to help and this happens to some and that they will try to fix the problem soon. Well....its april 2021 alr.....so???Used to use dbs as my main acct but have switch to ocbc since this happened. :/,2021-04-06 16:49:37,-1
2,Keeps logging out after 1 transaction : For the past few months and after many updates i still cannot perform more than 1 transaction on the app. After completing one transaction it will pop out an error msg and log out. This is utterly annoying.,2023-07-16 13:34:15,-1
1,Face ID login fails whenever iOS updates : Face ID login does not work on iOS 16.1. Developer does not respond to any feedback on this. Not the first time similar thing happened on previous iOS software updates too. Also slow to respond. Giving feedback in-app does not work. And it’s in-app feedback dialog box does not accept many punctuation marks it’s bizarre!,2022-10-27 13:24:12,-1
5,App doesn’t always open : The app works ok if you’re able to open it. It usually takes a few tries though.,2020-03-24 01:30:40,1
1,Not able to leave a feedback on the apps ! : Accessing the passcode doesn’t pop in to the screen on Mobile while using the app.. as I have to close the screen n go to msg inbox n back to the app to fill in passcode it’s not user friendlyotherwise it will b a good app ! And not able to leave a feedback too as I have to leave it here instead ! 🙄 in that case why asking for feedback?,2019-12-18 03:07:35,-1
3,Lagging? : Have been experiencing lagging ever since the last update. Have to download and delete every time I use the services. Online webpage doesn't work without the app as authentication is needed. Have been a long time user of posb hope that you can fix this issue. Thanks,2021-01-31 02:29:57,-1
5,Efficient : Extremely quick and efficient method of money transfer,2021-12-19 02:15:32,1
1,Ridiculous control limits on payments to other banks : Dbs controls how much you transfer / make payments to other banks in a single transaction in the name of security - but this can also be overcome via multiple consecutive transactions in the same day. Users should be able to set their own limits and controls. poor!,2023-07-30 08:05:06,-1
4,Not bad : Can improve by having button to check  past credit card payments and outstanding payments left,2020-08-20 03:31:45,1
4,Convenient and easy to use : It’s really convenient to use and everything is there. However due to continuous changes for security sometimes it takes a lot of procedures.,2020-05-15 14:52:44,1
1,Cannot log in after the update : After I updated the app I cannot log in anymore using the thumb print and cannot view my account balance. I cannot log in using the userid because I have forgotten my password. Then when I was trying to reset my password an error message pops up saying that the service is not available. Wish I didn’t update the app 😓,2020-02-18 03:58:46,-1
1,Lousy app : I would give this app zero stars if I could. Both this posb as well as the DBS app are fraught with issues from the get-go. I have been trying to open an internet banking account and the bank teller says I’m ONLY able to do so via the app (even thought I’m physically at the bank counter). And wow both the apps says that ‘this service is currently unavailable now’. Way to go DBS in retaining customers.,2019-12-23 06:50:18,-1
2,Who Pops up message to update when moddle of transaction : I was doing a Transaction of Paynow. In the middle of submission the app pops up to upgrade.Siprising this is Its is already showing updated version  in my apple store.The app is becoming a donkey from horse. Slow to load and slow in every step,2023-05-10 08:42:41,-1
3,Notifications ballon cannot be dismissed : The latest version was of the app have an issue with the notification balloon which never disappears even after you cleared all the notifications.,2022-09-29 15:17:16,-1
2,When selecting pay by instalment it crashed : Whenever I login in to select pay by instalment for certain transactions till the part when I select the months to proceed it crashed every single time without fail. This happens in DBS app too same issue.,2022-09-22 00:04:19,-1
5,User friendly interface : Very user friendly interface. Easy and fast to used for any transaction. So far so great is the application,2021-01-16 02:06:33,1
1,Apps always kick me out : After updating new firmware it’s always kicks me out from login in to my account it’s supposed to be better than the old version but it’s become worse how can I do my banking if I’m not having my laptop with me Handphone is the only device that we bring along with us so please........... rectified this issue,2021-11-07 15:28:48,-1
5,Reliable App : Good app! Especially the short cut to view the bank amount balance just by tap & hold. Good feature. Keep it up the improvement!,2020-04-15 15:15:12,1
3,Improvement need : I strongly suggests that the copy n paste function is need to be included when transferring of funds rather than typing the number out. This is to reduce the chances of transferring to the wrong number while typing out the mobile numbers,2019-12-03 04:10:12,-1
3,Annoying session expiry. : Please stop asking people to extend if you have coded sessions to quickly expire it is extremely annoying and redundant. Also please stop asking me for feedback on every session logout. I am not your telemetry resource.,2023-04-24 10:14:55,-1
3,Please Fix ASAP : POSB please fix your 'Time out for your security' glitch. Its always pops up whenever an urgent matters came like when i'm paying using the Scan & Pay or in need of transferring money to a friend in that moment urgently. Pls pls fix!,2022-01-04 12:29:40,-1
1,App crashes with credit card instalment : Card card instalment was working well in the last 2 years; after the recent performance improvement and bug fixes this working functionality becomes non-functional; app crashes after selecting the instalment period; please kindly conduct regressive testing before PROD releasing.,2022-10-05 13:50:59,-1
1,Which category of world class : 1st time ever I’m using a bank app that requires me to delete it after use as it’s unable to login again on a 3rd attempt onwards. After deleting I need to wait for at least 2-5days before I can repeat download the app in order to use it on a “one time use” basis. Otherwise opening the app it’s forever at the logo page. World Class indeed !,2021-02-26 09:07:46,-1
5,Simple and efficient : Login smoothly.  Check balance and transfer money very fast. Easy to use. No prob in using it. Good apps,2020-07-07 10:56:05,1
5,Very convenient : Very convenient to use all the settings related to travel can be set up easily.,2023-04-22 13:20:35,1
1,Please remove this app : Before I downloaded this app I read all the bad reviews. After I downloaded I understand why. For goodness sake if the app is not working take it down!It is unacceptable for an organisation like POSB/DBS to screw up their online platform. They got to learn from UOB how they make it user friendly.If your IT partner is not performing change them out. Or your customer will change their preferred bank,2020-01-02 03:58:00,-1
5,Good app honestly : Currently no where to complain efforts are really made to develop this and i can feel it as a user,2023-01-01 11:29:57,1
5,Smoothest banking experience ever : Compared to the other local banks this app is by far the most legit. I don't even have to use internet banking on my com to pay my bills haha,2020-10-04 06:10:55,1
5,Credit card : Easy to navigate online apps. Thanks,2024-03-10 12:54:55,1
2,Always being reset : Really got to fix that reset thingy especially my Peek balance and face id then it keeps saying lost connection or connect the digi token or whatever in the app is causing all these. Every time i opened the app as mentioned my face id and peek balance keeps being reset and i have to keep setting it on manually.,2020-01-05 00:54:05,-1
5,Latest version : It getting easier and easier I just follow instruction like set up OTP and face ID it become user friendly interface,2020-04-10 13:04:40,1
3,App auto crash : When I am in midst of transaction POSB app is automatically crashing and unable to complete the transaction further. This issue is being persist for a while. I tried to update the app but in vain.,2023-08-07 08:35:50,-1
1,Pay By Instalment not available : The function for pay by instalment not working in the apps. Whenever I try to click on the pay by instalment field it will immediately close POSB apps and kick me out from the apps.Please help to look into the problem because I have few transaction want to split into instalment plan.,2022-09-29 03:05:30,-1
2,Service Not Availble : My app recently kept saying ‘The service isn’t available right now please try again later’ since last night. While my other colleges seems to be working just fine. Please fix this bug/glitch.,2021-11-10 09:13:54,-1
5,Love the app : Easy to use. Only issue is that I get logged out when I switch to other screens to get UEN details off invoices. Guess that’s a security issue so I won’t fault this. 😃,2020-06-15 03:23:54,1
4,Failed linking to Contacts in Phone : Unable to perform PayNow when there is no option to link contacts to the app in iPhone.,2023-10-01 03:00:24,1
4,Good app but fingerprint login always stops working : It’s a Good app but the fingerprint login always stops working happened mtiile times already. Sometimes I have to un-install and then re-install so it will work again.,2020-08-14 10:10:53,1
5,Smooth transaction : One of the most smooth internet banking experience,2022-09-23 08:33:11,1
4,Rocket sound pauses music : It’s a feedback about a small annoying issue.When I do money transfer with music playing in the background the rocket animation with ‘whoosh’ audio pauses the music in the background.,2019-12-30 02:36:02,1
1,"Unable to set up digital token : Have been trying to set up digital token since Monday to no avail. Have deleted and reinstalled the app too.More frustrating is the app keeps asking us to activate digital token while that's what we've been trying to do. And the instruction is always emphasized as ""simple"" while this whole process is far away from being simple.",2019-12-11 14:04:20,-1
1,Syncing does not work : Who could we inform to highlight the syncing issues between NAV Planner and Singpass? The app crashes whilst making many attempts to sync to generate updated values for the NAV Planner to correctly publish current amounts. There seems to be zero workaround to alleviate this hiccup. The step to uninstall and reinstall the app does not do it any difference whatsoever.,2023-11-25 14:30:34,-1
3,Digital Token : I have already set up my digital token since last year. yet recently the apps kept on saying I have yet to set up my token…. But overall the app is alright and good to use. Please fix any bugs if any occurs,2023-03-17 15:24:00,-1
4,Reason for 4 stars : Overall app is good. It will be better if can add chatting options perhaps something like wechat. Instead of getting sms and email for confirmation if the people can send chat or emoji them self.,2020-10-12 03:47:02,1
5,User friendly and simple : User friendly and simple,2023-06-04 16:53:48,1
1,SMS to secure PIN affected by new update : After the update I’m not able to tap on SMS to secure my PIN. Same issue on the website as well. This affects the paynow process. I’m not able to submit feedback on the app either. I keep getting “we can only process alphabets and numerals” when I type in my feedback in the feedback text field. Please fix these issues asap thank you!,2019-12-06 22:47:28,-1
5,Easy to navigate : Easy to navigate. Most of the information in a single Page.,2020-06-30 06:05:22,1
1,Time out : This time out pop up already been one week plus where by I need to for fast transaction yet keep log me out. Tried to off n on my phone but still the same? Ive to log through website browser in order to do transactions. Please do something about it,2021-11-15 05:33:37,-1
1,Login problems : I just don’t understand. I have not had problems with this app since I’ve started using it until now. How can I claim that I have entered the wrong PIN? I thought there was some mistake and went onto my computer to log in. Manage to do so just find. How is it now a problem? What more can I do to persuade the app that I’m entering the correct pin?,2021-04-01 11:16:39,-1
5,Paynow DBS : Easy and convenient way to pay whatever is necessary - as long as it is local. Payments to overseas contacts - hmmmmm.,2024-01-16 13:02:09,1
4,No notifications : After the recent update i received no new notifications from PayNow or any other transactions.... hope this will be fix soon!,2020-02-16 14:03:15,1
5,Great Service : The online banking i use more than 4 year all time i feel save and convince.,2023-11-19 03:53:58,1
3,Credit Card  Amount : The credit card amount transaction not updated despite a week of transaction,2023-12-05 23:56:46,-1
5,App Review : Great navigation of the app. It was user friendly. Thank for always improving your system.,2021-10-30 00:06:56,1
5,Update App : I received messages popped up whilst using this App that said my App is outdated and to update now so as to continue (payment). Is it legit?,2023-03-17 11:32:49,1
3,Issue with Digital Token : My physical token is out of battery and was thinking of using digital token. Something went wrong with the app so I couldn’t set up. Could you please look into this so that user transmit to use digital token?,2021-04-22 05:22:18,-1
3,Technical issues : I use this app pretty often and every time I will get a technical issues notification. Please improve. Even if I want to use the website the digital token encounters technical issues as well!,2021-01-22 02:46:41,-1
3,POSB app crashes on launch : For a week now the POSB app just froze at the POSB logo startup screen after prompting for allowance of push notification and access to other devices on the network. POSB staff adviced clearing of Safari’s history cache and reinstalling. However the issue persists.,2020-12-05 05:37:31,-1
4,Easily the best mobile local banking app : Comes with a host of useful functions that help to plan and manage my finances. But I cannot find where I can change my notification preferences.,2020-12-02 06:57:08,1
2,App keep hanging once enter OTP : Posb the app had been serving me well until today when I can’t even transfer money because the app hanged when I keyed in the 6 digit pin. Can you pls do something about it? It wasn’t like that until I updated the app!!!! I need to access the app urgently but I just can’t do anything. Help!!,2020-05-07 00:21:44,-1
5,Very user friendly. : Easy navigation with minimal steps per transaction.,2022-10-02 02:10:01,1
5,Fast smooth and reliable : Fast smooth and reliable banking!,2022-07-31 08:33:18,1
5,Easy to use : Almost everything can be done using the app,2021-02-24 10:15:33,1
2,Tired of being logged out after relaunching : App logs me out of my account whenever I relaunch the app. It’s an irritating process to login each time. Also ironically paynow feature can’t be used on the day of account creation and 5 days need to waited for the token hmmmm,2021-09-09 12:52:47,-1
5,Great App : Recommended 👏👏👏Super convenient to use. All my daily and monthly transactions are done via this App. Thanks POSB for making things simpler. ⭐️⭐️⭐️,2022-11-04 03:09:04,1
4,PayLah! : Had issues with PayLah. While completing the last phase of the payment the phone PIN was rejected. Happened several times. Had to use another bank for the transaction.,2020-04-11 09:27:54,1
1,Issue : App has issue need to sign up for digi access however after keying in signing up details it kept prompting session had expired. Checked the app store and it mentioned latest version same thing kept happening even after reinstalling the app and restarting my phone.,2022-12-07 14:45:19,-1
5,Thanks : Thanks POSB Bank I satisfies use this Bank account on my mobile. Any issues very fast to settle down n sent me a letter. Love you,2022-01-26 10:18:06,1
5,The new update heats up my phone : Not sure why but every time I use the POSB app after the recent update my phone heats up. Please look into this.,2019-12-24 03:10:28,1
3,Session Out Frequently : Latest update has some loopholes as it’s taking long time to sign in and then session out immediately. Unable to use the mobile app now on iOS 15.1,2021-11-23 13:32:38,-1
2,App Buttons : The action buttons could be made bigger and pages less cluttered. It will helped the older folks navigate the app more comfortably without reading glasses. The fonts and icons look the same most of the time at their current sizes.,2021-04-28 07:22:14,-1
2,Problems accessing other functions : I’m able to access my account to view my details but when I want to use other functions such as transaction history the app will just stop loading after I typed in the 6 digit number,2020-04-15 16:12:05,-1
5,Review : Very convenient fast response to my queries. I been banking since I was young with Posb bank thank you very much,2024-01-29 10:46:21,1
