Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title
85,2022-12-14 09:36:34,"Thrilled to hear that you've been enjoying our app, Joshua! We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. Feel free to reach out to our support hotline, available 24/7 if you face any issues. 🙌","Love the modern design, user experience was great as well.",5,False,Joshua David Ang,Lovely.
86,2023-07-22 08:18:56,"We greatly appreciate your feedback and look forward to continuously improving our GXS app. While we may not have all the details to share just yet, rest assured that great things are in the works! 💜","Pls improve your good service for any person who are really need it,hope the app can improve soon",1,False,Chenpangdoon,Disappointed only for Singaporean
87,2023-07-18 19:22:58,"Thanks so much for the awesome 5-star review! We're stoked that you found our app efficient. It really means a lot to us! We'll keep working hard to make sure your experience with us is top-notch. If you ever need anything or have any cool ideas, just give us a shout. Happy banking with GXS! 😊🎉",Efficient,5,False,Nk Lol Bank,Great service
88,2022-10-03 04:57:18,"Hi Shannon! Thank you for the 5 stars review, it makes our day! 🤩",A whole new era of banking. Go GXS or go home! 💪🏼,5,False,ShannonPerryIgnatius,Excellent Interface
89,2022-12-09 01:34:39,"Hi raradonut, thank you for your 5 stars review. 💜We are thrilled to know that you like the app user interface. Have an awesome weekend!🤩",Great UI and user-friendly,5,False,raradonut,Love it
90,2023-05-24 13:59:56,"
Hey, so sorry to hear that! GXS FlexiLoan applications gotta go through this whole evaluation process to meet our internal requirements. It's a bummer, but unfortunately, we are unable to offer you a FlexiLoan account at this time.😞 If have any clarifications, you can drop us a call at our 24/7 hotline at 3105 2055. We'll be happy to help!",Sent me texts and email to tell me I am selected for flexi loan . But non is approved . Said borrow from $200 and above but can’t even borrow $200 😂 rejected all of my friend and family members . So who can borrow ? Millionaire ?,1,False,Sandintheair,Rubbish
91,2023-12-10 04:26:02,"
Thanks for your positive feedback! We're delighted to hear that you find our loans fair and transparent. We strive to provide a user-friendly experience with reasonable interest rates. If you have any suggestions or further feedback, feel free to share!","Fair and transparent loans.
Interest is not like the atypical bank that is out to profit and cripple the debtor.",5,False,C Stephen,GXS
92,2023-11-10 15:26:02,"Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏",Keep creating account to write fake 5 star reviews when your app is so buggy and processing time is so slow. Worst banking app ever!,1,False,Don’tdownloadthisappl,Pathetic and useless app
93,2023-07-27 05:20:02,"We're sorry to hear you feel that way.😔 Your feedback matters to us, and we're constantly working on improvements. If you have any specific features in mind, let us know! We'd love to make our app better for you. Thanks for sharing your thoughts.🙏","Useless, lacks features and does not provide any improvement from traditional banks available in Singapore",1,False,xinbailu,Waste of time
94,2023-08-08 06:46:48,"We're sorry to hear that you feel this way, NethT. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 🙏","Reduced interest from 3.48 to 2.68% in less than a month, kenna baited to start an account here. Have removed all my funds and closed my account.",1,False,NethT,Lowered interest
95,2023-11-25 12:17:15,,"THIS LITERALLY SAVED ME, i recommendation is high as the giant touches the sky",5,False,hackjf,Thank you
96,2023-11-23 09:53:53,"Hey there! If you’re encountering any issues while signing up, do reach out to us at help@gxs.com.sg or (+65) 3105 2055. We’d be happy to take a closer look into this for you and make things right. 🙏",When I sign up can’t sign up always say oops something went wrong please try again,1,False,Tehweileong,No use
97,2024-01-01 09:24:31,Hi there! Thank you for your positive feedback!💜 We're happy to hear that you find our app easy to use. 🤩,Good to use,5,False,???/:;()$,Easy
98,2023-06-05 10:21:00,"Thanks a million for your awesome review! We're thrilled to hear that you find our platform great and hassle-free. We've put a lot of effort into making it easy to use, so it's fantastic to know that you're having a smooth experience. 🙏💜",Great plat form … easy to use and hassle free.,5,False,Sam Lu Hao,Fast approval flexi loan
99,2023-11-10 06:44:02,"Whew! Happy to hear that we’re reliable - you can count on us for your banking needs. 😉 If you need any help or have any feedback, feel free to get in touch with us, aaezy2g!",reliable and quick response,5,False,aaezy2g,good job on this company
100,2023-05-04 09:39:02,"Hi there Yann85@. This is not the experience we would like you to have with our GXS app. Allow us the opportunity to make things right. Please drop us an email with your name, email address and share with us on how we can help you to help@gxs.com.sg. Thank you!🙏😊",Can’t login after applying?????????,3,False,Yann85@,Can’t login
101,2023-07-20 13:20:09,"We've gotta say, your app-solutely awesome review had our entire team doing a victory dance. 💜 We love the Saving Pockets feature too! 🎉",Pockets are unique and useful,5,False,Game Master Puff,Attractive Interest Rates
102,2022-10-03 07:18:03,Hey there! So glad you're enjoying the saving pockets! Thank you for your five star review!🙏,Good interest rate on pockets and great user experience.,5,False,sujmat2,Love the pockets
103,2022-10-03 05:34:14,Hey there! We're glad to hear you're enjoying saving pockets feature! It made our day hearing the wonderful review! 😍,Love the savings pockets and daily interest!,5,False,LCY2804,Awesome app! 🙌
104,2022-12-28 14:59:22,We appreciate your support. We're glad to have you with us too! 😁,Did an intern write that script? Nice.,5,False,018871,That description tho
105,2023-12-06 08:35:24,"Hi Ahmad Firdaus Bin Kasim, we are glad that the experience has been a delightful one for you. Thank you for your kind words and warm support.",Nice And Fast Bank,5,False,Ahmad Firdaus Bin Kasim,Gxs Savings Account
106,2022-09-06 23:39:37,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏,Best get back to the drawing board. Design thinking  forget about the  many “dumb” users out there including me.,1,False,Kidaddictedtofacebook,Just not there!!
107,2023-01-24 13:43:09,"Hi Shariff666, we would like to find out more about this. Please drop us an email at help@gxs.com.sg together with your mobile device and contact info so that we can look into this matter. Thank you!","What if I urgently need access to my money? This is not the way to go.
🤬",1,False,Shariff666,Can’t Access After Update
108,2022-12-09 06:35:51,"We would love to have you onboard, Chenny! 💜 Signing up with GXS is currently by invite only. We're opening up access progressively to make sure that everything is built well. Stay tuned to our website or social channels for the latest updates! 🙏
",Deleted the app. Sick of it serving no other purpose currently than being a lead generator.,1,True,Chenny Chen Chen,App currently nothing more than a lead generator
109,2022-09-22 02:01:38,"

Hey there! We're happy to know that our app is easy and fun to use! 💜","Awesome, easy n fun to use! 😊",5,False,nosalucard,App usage
110,2023-01-20 05:03:23,"Hi JosephThia, thank you for alerting us on this issue. We are sorry about this experience. We have since resolved the App issue. We would like to assure you that the App is now working fine and we apologize for the inconvenience caused. You should be able to login the App and may need to go through SingPass to access it. Rest assured that there will not be any impact to your account. Once again, we thank you for your understanding and support. 🙏🙏🙏😊","Access to funds blocked, no transparency apart from it being a recognized technical issue, no ETA and no communications from Grab or Singtel.",1,False,JosephThia,Access to funds blocked
111,2022-12-07 07:51:10,Happy to hear that you have been enjoying the banking experience on our app! It means a lot to us. It made our day! 🙌,"app is really easy to navigate, user-friendly",5,False,Snsnbsskn,great app
112,2023-07-24 09:21:23,"Oh no! Could you please share with us more details about the issue you’re facing by sending us your details and screenshot to help@gxs.com.sg, so that we can take a closer look into this? We’d like to make things right. 🙏",Unable to sign in to account,1,False,Jlydj,Unable to sign in
113,2024-01-15 14:04:23,Hi Cody! Thank you for your feedback on the GXS app. We have forwarded your feedback to our team. Rest assured we're continuously working hard to add more features to make your experience better. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊,Is this really an authentic app for GXS? Looks cheap.,3,False,CodyFido69,Ok
114,2023-12-07 13:07:57,Hi Agilah07. We're happy to hear that you're finding value in our Savings Account that accrues daily interest. Every bit counts when it comes to saving money and we're glad to be part of your financial journey! 💜😄,save ur money and grow,5,False,Agilah07,earn it everyday
115,2023-12-06 04:22:42,"Hi Cccc.S, thank you for your appreciation of the experience. We will strive to maintain and improve our features continually.",Good to use,5,False,Cccc.S,Nice App
116,2023-08-07 13:41:20,"That's a good suggestion, Fancilivain! GXS continuously work on improving our app. We have forwarded your thoughts to the team as feedback for app feature enhancement. Thank you for your support! 😊",Lack the basic function to save a payee,1,False,Fancilivain,Can’t save a payee
117,2023-09-21 13:04:04,"We're sorry to hear that you feel this way. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so we increased the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets adjusted to 2.68% p.a. 🙏",Does not make sense.,1,False,VNN990,Why reduce interest rates after 3 weeks!
118,2023-11-02 06:38:15,We're sorry to make you feel this way. Please drop us a call at our 24/7 hotline at 3105 2055 and our team would be more than willing to hear you out. 🙏,"useless app.  unable to join or open account,
app is not open to all in sg",1,False,dominiThree,"not open to everyone, only few can join gxs"
119,2022-12-30 00:52:29,Hi MegaDumpling99! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ,Great features! Love it!,5,False,MegaDumpling99,GXS App review:
120,2023-11-10 06:48:41,Hey there! Thank you for your 5 stars review. 🤞 We are thrilled to know that you love our app's interface and we're constantly working to make it even better! 💜,Good app,4,False,Dan heath,Good
121,2023-08-07 10:44:08,"Hi there! From 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜 Just to share that all applications for GXS FlexiLoan go through an evaluation process which is aligned with our internal requirements. This process includes an assessment of your credit profile and eligibility. 🙏",first bank to reduce interest rates for savings but interest rates for loans stay high,1,False,can't playback,savings pockets interest rates reduced
122,2023-06-05 10:57:26,"
Thanks for the love! 🙏💜 We're thrilled to hear that you're enjoying our app. Your support means the world to us. ",Love the app,5,False,代码农夫,Cool
123,2023-11-15 07:36:00,Hey there! Thanks for taking the time to leave us a 5-star review! 😍 We're thrilled to hear that you enjoyed your experience with us and appreciate your kind words. 💜,Good,5,False,Quinnkent,Good
124,2022-09-22 01:51:42,"Hey there! Thank you for the 5 stars review, it makes our day! 🤩  ",= x o,5,False,solargenesis,👍🏼
125,2024-03-07 07:24:52,"Hi there! We're sorry to hear that you feel this way, and we will certainly take this as feedback. 💜 Rest assured, we're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏",heheh,1,False,lkexl55,use maribank la
126,2023-07-18 03:44:25,"Hi there! All applications are subjected to the Bank's eligibility criteria. For more information, you may head over to our website. We hope to offer our services to more customers in the future. Thank you for your interest! 🙏",Only for PR and SP,1,False,shien 181.00,Only for PR And SP
127,2023-09-29 13:18:27,Thank you very much for your kind support! We appreciate it. 😊,Wow,5,True,justsochubby,Wow
128,2022-09-16 18:40:11,Hey Jasper! We are happy to know that you like our app! 🤩,🚀🚀🚀🚀🚀,5,False,Jasper Nguyen,🚀🚀🚀🚀🚀
129,2023-07-24 03:31:10,Hi there. We apologize for the inconvenience caused and thank you for bringing this to our attention. 🙏 Please reach out to our customer support team at (+65) 3105 2055 or email us at help@gxs.com.sg with your contact details so that we can take a closer look into this for you.,"I was trying to make payment using Paynow Qr code using scan and pay. Merchant create a dynamic QR code of payment $15.7 but the GXS app scan and pay read in as $15.07
Pls advice to correct the mistake as it make me and merchant very inconvenience.",1,False,Apple1234567,Scan and pay amount wrong
130,2023-07-22 01:33:39,"Hi there! We're sorry you feel that way. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll work on it right away! 🙏",安全漏洞！下载要小心！即使用SingPass 开户也一样不安全！Bug 导致无法通过！,1,False,shopbody,Bug ! Bug ! Bug !
131,2023-07-20 23:27:11,"Hello there! We greatly appreciate your feedback and would be thrilled to delve deeper into it. To assist you better, please don't hesitate to contact us through our 24x7 hotline at (+65) 3105 2055 or simply drop us an email at help@gxs.com.sg. Kindly include your contact number and a screen recording of the issue you encountered. This way, we can promptly investigate the matter. Thank you! 🙏","21 Jul 23:
The integration on iPad is off. The first time login requires SingPass as a safety feature but it doesn’t generate a QR Code. Devs should consider a workaround. 

Pending dev feedback before rating change.",1,False,Gagshwhsb,SingPass QR Code not working
