,date,review,rating,isEdited,title,userName
232,2020-06-23 13:36:45,"With all other apps turned off, this app causes my phone to get burning hot. Please check this with high urgency as it not only depletes the battery life but also endangers the users.",4,False,Burning hot,Iamsychee
233,2022-12-15 11:30:25,This new update does not allow me to transfer money. Not sure if glitch or system problem but yet another disappointment from POSB,2,False,Unable to transfer money,Nameoww
234,2022-01-25 16:06:51,"As the title says…
Your app is really, really great. 
Except for the login keyboard. It is so tiny I have to type-delete-type-type-delete… user torture.",4,False,"Great app, keyboard for ants!",FixThatKeyboard
235,2022-01-07 13:45:24,"activate token keep show service unavailable, if cannot update the apps why keep ask people activate things, anything also cannot do, why don’t push the apps become more better",1,False,System keep show service unavailable,jyin chai
236,2020-07-08 01:31:50,"I don’t know why I can’t use SMS anymore, please handle it as soon as possible",5,False,problem,boy 77051
237,2021-05-03 08:36:57,"The App has not been working well for my phone which is on iOS14.5. And it has been that way for months now. Not only does it hang, it overheats my phone even tho the location setting is off and keeps prompting that there is an error.",1,False,App is not working for iOS14.5,eyesis2904
238,2021-02-17 12:12:47,"I'm using iPhone X. Has been many times that I'm unable to launch both dbs and posb app. It just hang at start screen. Had to delete and reinstall app for it to work first time. After that, it's the same issue all over again. It's very frustrating to re setup everytime!",1,False,Unable to launch app,MiloVespa
239,2020-04-19 04:59:33,"App works normally until I press anything else other than the start of the invest section, where the app automatically closes and brings me back to the front page. Pls fix this bug ASAP, thank you.",1,False,App Closes Automatically When I Go To Invest Section,JH Limz
240,2020-04-12 04:20:19,This app is good. Easy and safe to use. Make everything convenient and fast. Excellent!,5,False,Easy and safe,Blessedjoe
241,2022-10-04 21:15:14,Fast & reliable.,5,False,Functions.,HarryDogDog
242,2022-10-28 02:38:24,"Hi,

Your app doesn’t seem to allow many of us to use Face ID log in ever since the iOS update to 16.1. Please fix it, it’s a inconvenience to log in manually everytime. We have tried to delete and reinstall and reset, nothing working.",1,False,Face ID log in not working since update IOS 16.1,Zerobbox
243,2020-12-06 05:47:13,"Easy to use , up to date",5,False,Friendly user,tech18
244,2021-11-24 02:18:21,"App is so buggy, its irritating. App time out as soon as i log in, & it continues for the next 10 mins at least. A simple 1 min task will take me more than 10 mins because of this stupid issue",2,False,Buggy app,RafSx
245,2020-04-12 04:04:50,One of the better banking apps around. Easy to use and good design.,5,False,Easy to use and navigate,ckd135
246,2020-11-12 10:07:06,"Excuse me, I have not opened the app for a long time, and sometimes it may not be opened. Is there a problem with my phone?",4,False,Can't open app,How to be good
247,2020-11-10 09:51:45,"Already using the latest iOS but after every few days, FaceID is not working for login to POSB.
Each time I had to remove the app and reinstall it. Again it works for a few days and the problem would resurface.
Please check.",1,False,FaceID issue not working after a few days.,kaiser123123
248,2022-10-16 11:17:40,Has been using for 4 months and I’m satisfy with the contents and usage via the app. Thanks!,5,False,Satisfy!,CWK6789
249,2023-07-20 08:40:37,When launch th digi apps i was prompt that need to update the apps to continue but when I was directed to the store I was not able to update . Why is that so,3,False,Update of th Apps,Tan S H ( BXH )
250,2022-03-24 14:46:29,"Make login & payments so easy and secure.
Very well guide for finances.. 
I like it very much :)",5,False,Excellent features of app.,btuio
251,2020-11-01 11:25:30,"Save many trips to the ATM and the bank. Bank less, live more, shiok!",5,False,Convenient and easy to use,mrgyr
252,2021-11-24 02:37:57,"Using iphone 12, everytime i log in there will be an 80% chance that it will give me a time out error or not in service error, and 90% chance when navigating to money transfer page",1,False,Frequent Time out error,JasperGMM
253,2021-10-29 14:54:43,I keep having prompts whiling logging into the app and then being logged out / timed out due to security reasons. No idea what the security is about but I just cannot stay logged in to my account to do any online transactions or banking. Very frustrating.,1,False,Logging timed out,Llizards
254,2021-10-27 03:18:51,"The new keyboard on iPhone is different from iphone's own keyboard, position, size wise. I made a lot of typing mistakes just to log on the app.",3,False,the new login keyboard is a bad idea,alltakennames123321
255,2021-07-11 03:12:44,This is a completely STUPID app. Forced user to setup digital token on first login. I just want to use it on my iPad. I already have the digital token setup on my phone. This stupid App only can use on one device. On iPad I cannot even pass the digital token setup page!,1,False,Forced digital token setup on first logon is stupid,marcochoo77
256,2021-06-07 01:20:45,"App keeps auto close , or hang , or entire app clash . Auto shut down my phone too ! I can’t find feedback option in the app . I had to write review here. Please look into it. Thank you",2,False,"App clash , auto close or hang",LKAC
257,2021-03-23 23:08:45,"Fix your app!!
Half of the time doesn’t load properly stuck at POSB logo with white background I have delete and re install to fix it, Even then after awhile same issues persists!! Extremely disappointed",1,False,Buggy app,Jun4id
258,2020-08-31 13:55:57,"Been unable to logout normally recently (not sure if its before or after the update), had to shut down the app in order to logout.
Please do something soon, thanks.",3,False,Unable to logout,wth zalaris
259,2019-12-31 07:24:29,"After the update, once you set up the view at a glance, the next day it would disappear and you need to set it up again. Kept having to repeat this over and over and over and over again. Fix this please.",1,False,View balance at a glance not working well,qifz23
260,2023-08-01 02:26:57,Easy and fast. Remit same day received same day.,5,False,Oversea transfer,DewiTeh Family
261,2022-03-09 03:27:25,"The application works well but on thing is that, it sends out way too many ads onto the user’s phone notifications",2,False,Too many ads,sutu1
262,2021-11-10 09:59:35,"Fix the app, causing a lot of inconvenience, keep timing out when trying to login to the account and using pay now scan and pay. Please fix!",2,False,Keep timing out and crashing,xakashi
263,2021-09-30 01:17:04,"Crashes before update with prompt within app. Still crashes after update. Can’t do any ibanking right now. Restarted phone and re-download app to no avail, even with the DBS version. Please resolve issue as we have payments due.",1,False,Crashes pre and post iOS15,Bengybong
264,2020-03-09 05:04:48,It seems that the sound that the app makes when making a transfer cannot be muted even when on silent mode.,3,False,Unable to silence the app,haeseneres
265,2020-02-13 01:35:03,"Why now doesn’t have the peek function? And why each time I have to key in my user id and password? After update, shouldn’t it be better or improved? But seems backwards. Used to give 5 stars now I think have to re-evaluate.",1,False,After update become not user friendly,Dairyann
266,2023-12-15 12:42:29,Logging out should be a done with single tap. Having hostile features like preventing the log out by forcing the user to go through an advertisement first is a security problem.,1,False,Ads when trying to log out,e86Reviewer
267,2022-11-17 14:21:22,This app is very intuitive and easy to usr,5,False,Easy to use and fast,Laminlay
268,2021-11-23 10:06:32,"Whenever I log in it keeps logging me out straight away and say ""sessiontime-out"" ??? Ridiculous. I can't even use this app for more than 5 seconds. Fix ur app goodness sake it's been happening for so long. All these updates and u can't resolve the issue? Gosh",1,False,System's FOREVER DOWN.,agstar7
269,2021-11-06 03:58:20,"Everytime I want to do something it keeps saying time out, when I just went in. Please fix it, it’s very inconvenient.",3,False,Problem with POSB,deliatoh
270,2020-12-13 05:27:09,"Despite updates to both IOS and the app itself, it has frozen my phone every single time I accessed it the past 3 times this week while trying to make transfers.",2,False,App keeps crashing every time,Chin12345
271,2022-09-01 01:34:05,Very user friendly 👍🏻,5,False,Smooth apps,luanluanlai
272,2022-10-27 14:31:45,Face id can't log into app using iphone 13 pro. Please correct,4,False,Face id log in issue after iOS 16.1 update,KKNG1984
273,2022-10-05 17:30:24,App keeps showing as there are 10 new notifications even after I have checked it out the new services still keeps showing and its not cleared,1,False,Notification keeps showing as uncleared,arz82
274,2022-10-02 22:43:26,Keeps showing the notification badge number even though there are no notification listed in the app itself.,1,False,Notification badge bug,frommylens
275,2020-05-17 05:18:49,"Easy to use, fast and convenient.",5,False,User friendly App,Hf819
276,2021-11-24 00:47:48,"An app that I cannot not use but just so many times that it hangs, logged out suddenly, need to relogin. Hope these can be resolved and be really minimized",2,False,Why can’t the bugs be solved,KkkenX
277,2020-02-11 12:50:11,"It’s a very handy & useful app for everyday use. 
But I want to suggest to add an option for deposit cheque to the account. Thanks.",5,False,Good & Handy App,Robin bd
278,2020-04-25 06:26:20,"I love using POSB app , the app is so important to me as it really speed up my account management process and it’s so easy to use too !!",5,False,Love using POSB App,ashashxinch
279,2019-12-07 08:15:00,"What happen? Why keep crashing after latest update? Disrupt my banking activities. Badly. 

Your IT team doesn’t even do proper thorough testing before releasing to public? Or they just released the beta version for us to give feedback???",1,False,Disappointed user experience. Keep crashing.,Singtel user 2014
280,2024-02-27 15:29:11,User friendly and easy to use.,5,False,Good App,Kookhee
281,2019-12-08 16:54:03,"Appa keep crashing. When i click on it, the posb logo display, but the whole app closed after a while, happened a few days. Sometimes its fine, but most of the time crash",2,False,App keeps crashing,BranColemann
282,2019-12-07 18:11:34,"Among all the banks: UOB, OCBC, Citi, StanChart, its my humble opinion that DBS & POSB has the worst SMS OTP user experience. Please look into iOS 12 auto fill feature or change the where the OTP pin shows up in your SMS (currently several lines down making it cumbersome to key in).",2,False,Please make SMS OTP more user friendly,@wxwwarren
283,2023-01-29 13:03:32,It does not leave any text or box for me to submit my enquiry. No way to contact the bank.,3,False,Message inbox in digibot does not work,Ayla4794
284,2022-10-02 23:10:21,The new app keep prompt the 6 new notification and I already check that nothing is pending but kee show in the app logo. Very annoy. When can POSB fix the bug. So useless update and create more problem. Please roll back,1,False,6 notification,SIngpaore Users
285,2021-09-26 07:40:25,This version is not accept on my phone auto back to Home Screen for iPhone 11,3,False,can’t login,zin bo bo hein
286,2020-12-14 05:47:33,Takes too long to load the app. Very inconvenient especially when i’m trying to authenticate or to use the digital token. Sometimes it doesn’t load at all. So i have to close and re-open the app few times.,1,False,App takes too long to load,arnel3d
287,2020-12-09 18:12:22,The POSB Digibank keeps freezing and hanging while trying to boot it up every time. Very frustrating and wasting my time. It doesn’t have this issue in the past. But now it really pose an issue to my daily life. Please try to rectify this issue quickly.,1,False,Keep freezing and hanging while booting up the POSB Digibank App,Conw@y
288,2024-01-06 01:51:22,Save our time and money,5,False,Time saver,akhyanis
289,2023-02-09 22:25:21,App has been crashing alot lately and phone needs a restart before you can access it again.,2,False,App crashing,Gripxxxx
290,2022-10-04 03:44:09,This happens every time and I've not been able to apply for Pay by Installment. I'm on the latest version. Hope this gets fixed as many are affected.,1,False,App crashes during Pay by Installment,BroMinto
291,2022-09-10 09:01:37,Can you pls stop spamming us with promotional notifications and give us an option to turn it off specifically and not just an option to turn off all notifications,1,False,Promotion notifications,Mxwsg
292,2022-05-23 07:37:33,"After the resent update I can’t transfer payment from my account  
Every time I enter the otp it’s stack n stack need help",3,False,Couldn’t transfer,ismailbd23
293,2024-01-02 07:36:13,It doesn’t matter what the little people say this juggernaut has mountains of cash so they continue as they wish - I was logged out trying to pay Click2Go Thailand. I’d entered and thus lost all the info I had keyed in!,1,False,Most touted but doesn’t live up to hype,feipor
294,2022-12-29 03:34:50,The card scan feature does not work. Even though card is inside the green box it never capture card details. Please fix that.,1,False,Card scan does not work,Tjong
295,2022-05-15 10:25:40,Keeps hanging whenever trying to go pay and transfer page and then will crash,1,False,Cannot use pay and transfer page,Joashlwj
296,2021-11-28 02:05:41,"get a proper 2fa vendor instead of being cheapskate to believe that the local tuckshop startup can help you save money. with the recent outage, it is obvious your choice of third party access control is wrong! get it change and make banking proper!",1,False,Use of vkey is a failure to the name of dbs,go1em
297,2021-11-23 12:36:15,"This app is quite buggy for me although I use the latest phone with latest iOS and always keep the app updated. Furthermore, it is always under maintenance whenever I need it.",1,False,Always in Maintenance,unfriendly94
298,2021-11-05 04:18:29,"Seems has many issues this app, especially yesterday, always keep saying time up even im just open the app, almost a day make me stuck can't even transfer.",1,False,Facing a problems many time,Erwinbass
299,2021-06-26 02:28:00,"Very poor design, Digitial Token Auto Reset when I wanted to do an important transaction. Had to wait for 12 hours before I can proceed. What is the point of using this app on my mobile if I cannot use it when I need it???!!!",1,False,Service Failure of Digital Token,Thunder Warrior 2010
300,2020-04-16 06:31:32,Easy and simple to use !,5,False,User friendly,Guest1234580
301,2021-04-24 03:04:35,"The app seems to cause the phone to hang when loading. Have to reboot. Besides that, can’t add billing info efficiently, can’t find services easily... sigh!",2,False,Still frustrating to use,rainbowintheicloud
302,2020-06-12 10:49:14,"App will always crash when trying to open it, have to open like 8 times everytime to finally be able to load it. Paynow take ridiculous amount of time to load, very inconvinent",1,False,Lag and always crash,JustForGoldOnly
303,2020-06-07 00:20:12,I really have a great experience using POSB digibank. User friendly and I have a pleasant experience using this app.,5,False,Great banking app,MarilynnMJ
304,2020-02-27 08:54:11,"All of a sudden, it doesn’t prompt me for face recognition anymore and I have to login with my user id and password. It’s very troublesome. Not sure if it affects me only. I have tried to uninstall and reinstall already. 

Btw is it possible to bring back PayNow sms notifications?",1,False,Face recognition cant work,jakk18
305,2023-04-23 04:48:50,Did not get my OTP via email to increase my limit it’s very frustrating and I am still waiting for hafizah and Seema to call me back on this technical issue as it has been seven days,1,False,Did not get my OTP via email to increase my limit,Goh vincent
306,2022-10-27 03:25:25,"After change to a new iphone 14 mobile phone, my digibank app FACE ID becomes not working and advised to try later. Have been like this for many days. Its a glitch. I have to manually key in the pw. Please fixed it!",1,False,Face ID not available,Samnidjo
307,2021-11-23 15:50:14,"Very disappointed! Always has issue with your digibank disrupted services, can’t login and can’t make transaction, without immediate remedy action taken in due time!",1,False,How can be frequently app down with no trust worthy on your digibank at all!,Nicknameheadtaken
308,2021-09-14 07:34:28,Why is the app logging me out every time I reboot? App works well asides from this which is very irritating.,3,False,Constantly have to login,kjunjie
309,2021-01-25 23:59:04,"This app crash alot. I had to restart my phone everytime and its not working too. delete and install again the app , at times can but most of the times cannot. Pls fix this bug it’s aggravating.",1,False,Crash crash crash crash,bdjejsjskxnejssi
310,2020-07-24 11:00:24,Face ID login does not work occasionally even after restarting the app and having it active.,4,False,Face ID issue,Review xxxxxxxx
311,2022-10-26 07:41:33,After I updated to iOS 16.1 my POSB app failed to recognise my face to log in.,5,False,Face ID failed to recognise,kitty289
312,2019-12-08 16:25:36,"When i’m using my 4G mobile data to access the app, it crashes upon the startup POSB logo screen. Cant even see the login page and anything beyond it.  But when using wifi, the app functions normally.",1,False,Application Crashes on 4G Mobile Data,YoonaSica
313,2019-12-05 20:35:55,"You simply can’t use the app anymore. And having a digital token in the app, makes login in anywhere impossible anymore. Your IT department needs to wake up their bloody ideas. Your running a bank not a circus.",1,False,Are you running a Circus or a Bank? I’ll rate it zero if it’s possible,Basarawi
314,2023-07-25 01:58:14,Often out of action and a lot of bugs. Page is not organised intuitively.,2,False,needs a lot of improvement,Moonlight lady in SG
315,2023-07-05 11:28:22,App got problems can’t Paynow and now login password said wrong my friends also same can’t Paynow already ask to change (service not available now) standard drop already.,1,False,Poor Standards,Horseyeo
316,2021-12-30 09:32:19,It’s better than other banks but I just changed phone and there is no face ID?,4,False,No face ID?,Boonavite
317,2022-07-14 10:48:38,"Keeps logging out whenever navigating between pages. This is despite the fact that my handphone has 4G coverage at full bars, and wifi.",2,False,Unstable App,ETJT85
318,2022-03-17 09:18:09,Having trouble selecting photos from library from scan and pay feature. Simply do not work,1,False,Scan and pay not working for iPhone 13,88 pv
319,2021-06-04 10:59:22,Please bring back the “pending” transactions. Very useful to see and keep track of my finances.,3,False,Bring back “pending” transactions,Kim_0412
320,2019-12-04 22:37:36,How come update new version can’t use iphone 11?,5,False,Error,Error veiosn
321,2021-04-01 02:31:55,The whole notification block the screen and we cant shut it down. Now we are stuck with the notification message on the iphone and unable to use other app.,1,False,App notification can’t be closed,Qger
322,2020-12-21 09:58:47,"With the latest updates, i will freeze and force my phone to restart.",3,False,Force my phone to restart,Ivnsm
323,2020-11-27 13:49:10,"Released a new update of the app that doesn’t even function on iPhone 12. Even after talking to COS, it has been confirmed to be the case as it is the same matter with the DBS app, too. 
Tough to understand that untested app updates are released.",1,False,Doesn’t function on iPhone 12,Ghoofy at Onkyo
324,2022-11-07 06:52:43,Horrible. Full of bugs! Can’t even type ! In your apps. Now I can’t see all my linked accounts at a glance. App says I try logging in to many times which is total bs. Getting worst! Bad user experience!,1,False,Horrible,Vincent_Liew
325,2022-10-26 07:37:52,Apple Face ID doesn’t work after this 17 Oct 2022 update. Is there going to be a fix soon?,3,False,Apple face id doesn’t work after this update.,pslow
326,2022-07-25 01:58:35,"Upon logging in, cannot access to any function. Always got this time out issue. Tried to log in 5 times, and update the app, but nothing helped.",1,False,Not user friendly.,Sad-POSB/DBS
327,2022-05-09 06:46:21,"I added a local payee. It doesn't appear. I tried to make a one time transfer, it says the payee existed. I went back to search the payee and it is not found. I can’t send money. This is bad.",1,False,Basic functions not working,Hobobin
328,2022-04-28 19:32:40,"app worked fine until recently i cant trf money out as when i tap the “pay and transfer”, it just stays on the loading screen. problems persists even after deleting and reinstalling.",4,False,app not working,. ◡̈ .
329,2020-10-11 03:13:36,I am using iPhone 6s and this app has serious lags and issues on my phone. My finger print login also cannot work on this app for some reason (it can work on other banking with absolutely no issue).,1,False,Cannot support old phones very well,calvinwan
330,2023-10-07 17:41:52,"So easy,so fast and so convenient ,Lastly more importantly is so securely protected.",5,False,POSB digital banking,yeotan
331,2023-05-16 18:36:37,User friendly even to 72 old me.,5,False,Use of Paylah！,Guat Quan
332,2021-06-20 03:27:51,"Love this app, it save lot of time. All in one!",5,False,Easy and Convenient,Raynimran
333,2022-09-24 07:47:19,When I try to use pay by installment on credit card app will crash. Wants me to pay in full hahaha,2,False,Crashes on Certain Parts,Bangs2kd
334,2021-11-21 13:21:01,Whomever green lighted that change should be investigated on integrity issues. Begs the question if this shortfall of ethics is a systematic issue stemming from upper management.,2,False,Unnecessary pop ups requesting for location tracking is unethical,EV Ong
335,2021-10-17 05:49:09,I love da app but the problem I have is my friends always give me 99c not 1$ so give 1 c for free pls,4,False,I have one thing to say,htet talk soe nuang
336,2023-10-10 01:02:09,"Fast, updated, efficient and very helpful.",5,False,Great Apps,NJLEE17
337,2020-12-27 06:43:17,"After recent update am not able to login to the app and hangs at the startup screen.

Update: 27/12 Still the same, seems that DBS is not doing anything to fix this issue although feedback has been given.",1,False,App hangs on launch,dejavu193746
338,2020-11-14 13:45:00,POSB version often crash or give a Service is not available msg when authentating or signing up for digital token. Thought it’s the same but apparently it’s not. DBS version is better,2,False,Use DBS version instead,MarineTCL
339,2020-04-13 23:03:22,"The whole app freezed after I have keyed in my six digit top and it will not load, I need to log to view my account transactions and this is causing inconvenience.",3,False,App freeze,Emperex
340,2023-04-10 01:30:24,An absolutely easy application to navigate through an amazing array of services.  I love it!,5,False,POSB Digibank,Kaybe (KB)
341,2021-09-15 03:01:36,Well and good prompt service. Keep it up.,5,False,Well and good,"Muthiah Nagappan, Singapore"
342,2022-10-26 08:19:57,"After updating to ios 16.1, i keep getting digibank not available. I have to enter pin then can go in. My other apple users friends experience the same too",1,False,Face id cannot use after update to ios16.1,ReglaOrtiz
343,2022-03-06 02:59:06,"The search bar will overlap the contact list when sending payment via mobile. Hence, unable to select the recipient. Please look into this.",1,False,Buggy paynow function,GuGu.J
344,2022-02-21 10:39:40,Part and parcel of my daily transactions… easy to use.,4,False,No Frills and Easy to Use,Phantom 105
345,2021-12-31 03:59:16,"Wish it has face log in. Keying in the credentials each time to log in is troublesome. We are in a high tech age,and loging on by typing is obsolete!",3,False,Logging in,phchan65
346,2021-11-23 02:17:39,"Why would a banking app need motion and fitness data? Add that to the nonstop pushing of advertisements through notifications and request to run permanently in the background, makes the experience worse than it ever was",1,False,Nonsense permissions,Jadbcefg
347,2021-09-27 07:34:02,"Please fix the keyboard it is so hard to use now, was much better in the past",2,False,User interface,wpwofkcjxk
348,2020-06-05 03:28:48,"Easy, user friendly and very good user experience .",5,False,Excellent banking app,jakesun
349,2021-01-31 04:46:20,"Hi

I use iOS 14.3 on my iPhone X , since I started using update 14.3 both DBS and POSB app does not open , it freezes on the Home Screen. Surprisingly I don’t have any issues using DBS ideal on the same phone ..

Pl rectify ASAP as I am grappling with this issue for almost a month , calling the hotline was not helpful either .",1,False,POSB/ DBS digibank app Singapore,Haneeboys
350,2024-04-02 12:22:16,"Very user friendly , no issues whatsoever,2 thumbs up 👍👍😊",5,False,POSB,lohpk
351,2020-01-21 06:35:13,"After updating, Face ID option always auto switch off even if configuration has been done time and again. It worked, exit, next day FaceID is gone again.",2,False,Cannot use FaceID,BruisedWayne
352,2024-01-01 12:15:57,Easy transaction,5,False,Transaction,Elizabeth Mere
353,2023-01-19 12:12:36,"Genuineness and fair app. High security plus fast transactions, quick responses for the queries.",5,False,Safe and secure,Raju2017
354,2021-11-06 09:29:03,Easy to use. Overall good. Satisfied.,5,False,App Performance is good…,S AC
355,2022-10-04 04:58:28,"There’s bug on the apps. Unable to clear the notification show 14 unclear notifications, please fix ASAP.",2,False,Apps notifications can’t clear,James.316
356,2021-02-06 07:27:24,No OTP when digital token already been set up. Previously was okay. Only recently unable to get digital token otp.,4,False,Issue with Digital Token,Jesslyn Nsh
357,2020-08-06 14:05:37,"Received digibank alert this service isn’t available right now, it don’t allow me to log out but only activate continue banking only.",2,False,Not able to log out,Vert frustrated Customer
358,2019-12-03 13:22:42,"Sometimes cannot open, and sometimes takes multiple tries to receive otp",2,False,It gets buggy,liuchenlong
359,2020-03-10 02:13:55,The account peek feature on mobile and Apple Watch keeps on disabling by itself over and over again and I have to log in to the app to activate this feature! I would give 0 stars if I could.,1,False,Account peek on Apple Watch and Phone,yatblaster
360,2023-02-20 11:36:51,Great App…easy to use and very convenient. Thank u,5,False,Posb digital app,Angelo Mjs
361,2022-10-21 02:20:40,"So safe and helpful, help out many trip to the atm",5,False,Account and ATM,NguyetSmith
362,2022-10-01 18:06:42,Awesome and user friendly apps. Keep up the good job!,5,False,Great Apps,zackzorro97
363,2020-12-31 04:31:32,"Fast n easy, excellent service",5,False,Transfer,Conrich001
364,2022-09-29 12:18:35,"The app got bug shown in the notification, I have cleared notification but the app icon still shown 14 notifications not read! Kindly fix this urgently",1,False,Bug in the latest version,Titaniclexus
365,2022-05-17 16:08:04,absolutely worst banking app ever to exist. the app just freezes everytime i click on anything but the homepage. this alone is enough to make me want to close my account with POSB and open another one elsewhere.,1,False,worst banking app ever,dont bother with posb
366,2022-03-15 23:23:37,"Unable to scan photo from library. It has been like this for a few weeks now. Please debug. 

FYI I am on iPhone13 Pro Max.",2,False,Scan & Pay not functioning,FaizzAzizz
367,2021-11-24 01:51:26,After the latest update I couldn’t login to my account it just stay at the loading page forever please fix this,1,False,Couldn’t log in,TseYangC
368,2021-11-23 04:50:22,"App is unavailable and logged me out more than a dozen times. 

Unable to view accounts, Paynow, Scan to Pay, all not avail. 

Error messages.
System unavailable right now;
System facing technical difficulties; 
System timeout (despite being only 3 sec);
You will be logged out. Try again later. 

Even powered off/ on my phone to optimise. No success. 
Tried again 2 hours later. Same issue. 
Please fix.",1,False,Issues 23 Nov,Ms blow
369,2020-11-22 16:48:52,Finally working on iPhone 12 Pro Max,5,False,Finally working on iPhone 12 Pro Max,Segakin
370,2020-12-16 03:38:03,"Seriously after all the complains from different on your app crashes on iOS14.2 and you guys are not even putting an effort to fix it? Incredible!!!  Apple if you are reading this , pls remove this useless app from App Store.",1,False,Such a useless app + poor respond on fix,KennethKhy
371,2022-01-23 00:28:33,Very Convenient & Easy to use,5,False,Very Convenient,JeParz
372,2020-11-07 15:40:12,My iPhone is spoilt. Installed this on an older phone (iPhone7) and the app would not open and will be stuck at the loading screen before shutting itself. How am i suppose to access my digital banking services?,1,False,Not working on iPhone 7,sha.sahli
373,2024-03-01 11:29:31,Help the app keep crashing whenever I try to open the app,3,False,Keep crashing.,Samdinzy
374,2023-12-05 17:45:26,"Even after approved, the application status still put pending for months!!! Please clear the hanging application that already been approved!! I cant apply for cashline due to application is pending!!",1,False,Application status,cutesta
375,2023-01-09 15:13:46,I have been looped round and round trying to set up a digital token after I upgraded my iphone. This is simple step but the app just can’t do it. Sigh.,1,False,Can’t set up digital token after change phone,Markyht
376,2022-10-09 02:31:29,The notification number which is on the top right corner of the icon cannot goes off and keeps on accumulating.,1,False,Annoying notifications,chk1988
377,2022-06-18 17:41:21,Why doesn POSB need more than 395MB while other bank app can keep it within 150MB? Does the tech do a regular clean up on the app to ensure the app size is reasonable size?,2,False,Please reduce the app size,Neztin87
378,2021-11-23 22:51:30,I could not even log in after the new update and i also could not make any tansaction from other apps linking with my account. Please rectify the issue immediately.,1,False,Login,AkhiAyim
379,2021-11-10 15:55:44,"after update, login cannot access to view deposits & other feature. keep on display time out issue",1,False,Time out issue,😤Disappointed
380,2021-08-17 07:14:06,Provides a lot of convenient.,5,False,Great Apps,Sam Tay
381,2021-09-23 01:05:00,1. Very very slow when on iOS 15 and 2. Times out window keeps popping up as soon as I have just logged in successfully before doing anything,1,False,Bugs with iOS 15,FAM4477
382,2021-02-03 01:21:38,"Please keep improving. Hope to not use physical cash in my lifetime, even at Hawker centres.",5,False,Perfect,MarvinLew
383,2021-03-08 14:07:49,"I am using iPhone 12 running iOS 14.4. Whenever the app is launched just for PayNow transaction, the phone gets super hot such there the battery drained exponentially from 87% to 82%. Please rectify this problem as I have no issues with other banks in their mobile app.",1,False,Phone gets super HOT,-KTH-
384,2020-08-28 23:49:12,This app is accessible and easy to use.,5,False,Convenient and hassle free,aichouxrumi
385,2020-12-27 02:57:00,"The app gets stuck at the logo page. Didn’t use to have this issue, can you guys look into it.",3,False,Can’t use the app,Luke Akim
386,2023-04-24 02:31:55,"Hi, I find the digibank from this Bank. Is the best . Simple and anybody can do its. 
Excellent service.",5,False,Digibank.,Singa lady
387,2020-08-12 09:46:49,I just realised that the credit card amt is not updated on the system. Hence I have to call the bank to ensure the right balance left. Why is this so? Previously all is updated correctly.,2,False,Nil,Fadhilmi
388,2020-02-04 11:05:53,"I tried to transfer paynow details to my friend on whatsapp but it will just freeze for some reason, it has been on going like this since last week . Do fix this issue :)",1,False,Share transfer details,sihyadii
389,2019-12-06 12:12:07,"As said in the title, am not able to login with my fingerprint after updating my iOS. Can help pls?",3,False,"After iOS update, can’t login with fingerprint",misssuzee
390,2020-08-08 06:27:08,Transactions are made more convenient and easy for users! Fast and secured. Great app!,5,False,Brillian App,Iset
391,2023-03-05 06:06:51,Just update few days ago to latest version yet after log in keep prompting that the app is outdated,2,False,Keep show app outdated,kitchongyp
392,2022-09-29 01:37:39,The notification badge appears on the app icon even though there are no notifications in the app.,2,False,Phantom Notification Badge,Rwgw85
393,2021-12-17 11:53:10,After a recent update the keypad for logging into the app is extremely buggy and hard to type. Please revert back to the old one or fix the current one please,1,False,New Keyboard,Miningman119
394,2021-11-08 02:42:21,"paynow page alignment for the first payee searched results the alignment is out. meaning the payee contacts is in line with the search box making it unable to select the top first payee. kindly retified thanks. 

after serveral updates its still the same.",4,False,paynow page alignment,6orca9
395,2021-09-27 13:36:08,Changing login page keypad to such a laggy and weird interface.. prev one was working perfectly fine,1,False,Why fix something when it ain’t broken?,Sickofthisbull
396,2021-06-17 00:58:12,"Unlike the web app / online banking, debit card services like transactions history etc. are non existent... Feedback is given to the bank officer in 2020 but apparently the developer did not take heed.",1,False,No debit card services,Room for vast improvement
397,2021-05-21 04:20:59,Last time there are live agent to chat to solve the problem. Now only have digibot and which is not very helpful particular problem. It's good only for general FAQ.,1,False,Live chat or live agent difficult to find,Phoe Chan
398,2020-11-30 00:43:22,Has been very very reliable theses days. Keep having technical issues. Experience has been so frustrating. Developers seem unaware of happenings as nothing seem to be done. Will be lucky if you can complete any task on app. A step backwards,1,False,Bad bad bad,Soaringskies
399,2024-03-23 06:20:16,Hope there is an option to choose to hide one of the accounts rather than show full amount at the front page.,1,False,HIDE ACCOUNT,ElleXie
400,2021-10-19 07:27:52,App works well and fast.,5,False,Works well,chew2479
401,2022-10-04 23:49:46,The notification badge doesn’t go away even when I tried deleting the app and re-download again. Please fix the bug. Thanks.,1,False,Notification badges,vannnnnnnnnnnnnnnnnn
402,2022-05-01 10:56:35,It’s horrible and can be nightmare when your merchant says you did not pay when the sms / bank transaction reflects otherwise.,1,False,Scan and pay,Marktony
403,2021-11-25 01:24:06,"Online banking down for close to 2 days, no accountability at all. “Sorry” does not fix the loss of opportunities customer sustained during this window of down time",1,False,Bad security with little accountability,1244tjgf
