,replyContent,score,content,thumbsUpCount,date,sentiment,keywords,generatedReply
96,"Hi Jeff! Thanks for sharing your thoughts! Your feedback is important to us as we evolve and improve our products to better serve you. As a digital bank, we're committed to staying agile and responsive to your needs. Keep the feedback coming, and we'll keep working to make the bank work better for you! 🙏",1,"Year 2023, a banking app that can't save pay, are you living in yesteryears?",2,2023-09-18 20:15:56,NEGATIVE,2023 banking, This is a very bad app. Please remove it from your review. Reply: Sorry to hear that. We're sorry to hear of it. Our support team will be ready to assist you. 🙏🏼🤔 🙏🏼 🈜🗜 We're looking forward to hearing stories you share. 🙏�
97,Hi MydailyGame Channel. We're sorry to hear about your experience. 🙏 Please reach out to our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with the screenshot so that we can address your concerns directly. Thank you!,1,"Cannot register, keep nothing pop up On sign up",1,2023-09-18 17:30:25,NEGATIVE,register pop, Thanks. No problem doing all of these. Can we call the bank to contact you about it? ### Reply: Ok. Hope you enjoy your stay at Mt Gox! Stay safe! 🙏🤔💙 🔫🚀🗥
98,"Hi Garima, we are sorry to hear about your experience and appreciate you sharing your thoughts with us. We want you to know that we will be introducing additional features in the upcoming months. Please keep an eye on our social media platforms for the latest news and updates! 😊

",1,No debit card. Max interest reduced to only 2.65 now within one month of start.,0,2023-09-17 13:37:20,NEGATIVE,debit card," Hey Btc guys!! Good to hear that the app is working well and that you're happy to get your money back, which is a big help. Please add to our Facebook group to get more feedback! 💜 https://goo.gl/QXrRdz https://goo.gl/zVvUYy1 🚀 We appreciate your continued support via"
99,"Hi Andrew, please reach out to our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg so that we can address your concerns directly. Thank you! 🙏",3,is there a login issue now,2,2023-09-17 12:02:08,NEGATIVE,login issue, Hi I'm not the technical support expert. This is a problem of a different kind. There is no way to log directly to the bank to start receiving any banking information from the time it opened
100,"We're sorry to hear that. We'd like to take a closer look at the experience you had, please reach out to us directly via the 24x7 hotline at (+65) 3105 2055 so we can address your concerns, Sufiean. 🙏",1,"Poor, get in touch with email late response after few weeks then replied. Not recommending 😔",1,2023-09-16 16:31:23,NEGATIVE,email late," Hi Aaron, Thank you for this update! We now have an official reply from our customer support team: ""Sorry for the inconvenience we have had last night, this is our first day at the website since this breach of security. Please contact our support team for help in understanding these concerns. We are committed to continuing our investigation and making sure we don't have more bad news to share"". Sorry we're not able to hear back quickly. Thank you! �"
101,We are so sorry to hear that. Thanks for sharing your thoughts with us. Please reach out to our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg so that we can address your concerns directly. Your input helps us improve and serve you better. 😊,2,Great concept on the savings account. Daily interest really motivates keeping money there. Hope to see GXS bank grow and increase the savings account limit. Edit: Interest rate drop significantly. Moving out.,4,2023-09-15 15:26:07,NEGATIVE,gxs bank," Well, it works! Thank you to our translators, who help keep us on top of your projects. Great app! 🙏😀. 🙏 🐶🏽 🙏 (@nyiLiwP) May 20, 2017, 4:55 PM

@Liz You're right! Thank you! We're happy to hear your feedback! 🙏😀! We would love to hear more! 💜💜🏻🙏💜 💤 💤💜🏻🙏 we're glad you like our app 👌🏻🍊🏭 🙌🏣! 🚀🚀🙏🙏 👊 🚀🚀 🚀🚀🙏 🚀🚀 🚀�"
102,Your feedback has us doing a happy dance! 🤩 We're thrilled to hear that our app has won your heart and become your digital sidekick. 🎉,5,Cool app.,5,2023-09-13 13:31:17,POSITIVE,cool app," Hey, thank you for submitting this review, it really helps us out with our review reviews. Our thoughts are with the team"
103,Hey Don. Thank you for taking the time to share your feedback on the GXS app. We're sorry to hear that you're having trouble accessing the app. Please kindly send us a screenshot of the error at help@gxs.com.sg so that we can address the issue or contact us at (+65) 3105 2055. Thank you! 🙏,1,Can't even open the GXS app... the only way to access your account with a digital bank. It's like placing your money and cementing it with a roof and 4 walls with no doors!,2,2023-09-11 22:16:16,NEGATIVE,gxs app," Hey folks, we really like you! We need your help at this crazy point, and we would love to hear your feedback or concerns. Feel free to reach out via our form at support@pbs.org or you can drop us a line at (+65) 3105 2055. We'll keep a close eye out for any further questions, and, if there is anything you find, please drop us an email at help@pbs.org.sg. Please share your thoughts in the comments below or on our Telegram channel. We're working on it! ### Reply: Hi! We're so sorry to hear about your account problems. Thanks for your support so far, and we look forward to adding in some more features to"
104,"Hey Fizie, we're sorry that you are experiencing issues with our GXS app. Please contact us at (+65) 3105 2055 or email us at help@gxs.com.sg with your contact number and the screen recording of the issue. Thank you! 🙏",1,Attempt to try but it keep post something wrong.cannot go thru the apps.dont know why?3 times try even more but still can't get thru?,1,2023-09-10 18:08:38,NEGATIVE,wrong apps," ### Reply: Hi GigaOM, We're sorry to hear that an app is experiencing issues with your iOS experience. We are aware of your concerns and would like to help you resolve the issue right away. Please find the solution you're looking for here"
105,Hi Han Yang! We're really sorry to hear about the trouble you faced while using the GXS app. We want to help you out as quickly as possible. Can you please get in touch with us through our 24x7 hotline at (+65) 3105 2055 or shoot us an email at help@gxs.com.sg with your contact number and screen recording of the issue?,1,Unable to open the app and use my funds. Is this some kind of cash grab?,0,2023-09-10 12:24:08,NEGATIVE,open app," Ok, thanks. Sorry I have to get back at you! I understand that the app is pretty important, however, you should be aware of the current situation. :) We appreciate your trust and appreciate your help! ### Review: We appreciate your support and have been using Android for quite a while now. We're currently working hard on Android stability and are working alongside"
106,"Hi Clement, we're really sorry about the inconvenience you've been facing. We noted that you've already reached out to our hotline, and we trust that our team is on it, working hard to resolve the issue. If you have any more questions or need further assistance, feel free to get in touch with our customer service channels. Thanks for your patience!",1,"Wasn't able to log in since 7 Sept. Called the CSO hotline on 9 Sept and was told to try resending the email OTP. Checked the email junk box and retried multiple times but didn't receive any emails. Was told that they had to check on the back end. When asked when I could receive a response, they mentioned 2 working days?? But this means I wouldn't be able to carry out any transactions for 5 whole days. Imagine if I had a critical transaction to carry out! I would have no access to my funds!!!!",4,2023-09-09 10:36:11,NEGATIVE,email otp," Hi there! If there have been any inconveniences to you, please let us know via our app or message us at support@gxs.com.sg. We would love to assist you with any assistance you may have. We're happy to take your inquiries into account! ### Reply: Hi there. We tried to get an update to resolve the issue immediately. We are currently working on doing so! We have a few more things coming in the coming days. Thank you for your patience 🙏 ### Reply: Hello and welcome to Gxs.com.sg! Hi and welcome to our app! 🤜 We're happy to help you through this difficult time this morning! We've been working hard to resolve these issues. We're hoping that you'll have a better experience through the app. Unfortunately, after taking the time to contact our customer service department you'll be redirected to a new portal where we can help. We'd love to work with you soon. 💜 Thank you for your patience and understanding! 🙏📜😊😾 Thank you for playing Gxs! 😍😂 We'd also like to remind you that even if a customer decides to use the site again, we'll be happy to help you with any needed assistance. 🙏🎇😩💜 https://t.co/4kwQiZyLZ3a — Gxs.com 🙏 🚀🙏💜 💀💜 💀🙏🏼💜 💀🚀📜 ✩ Check out Gxs.com.sg to find out what's going on at Gxs. com! ✩ ❤️💜💜 💜💜 💜🏜 💜🏜💜 #GxS‏❤️💜💜�"
107,Hi Ricky! We'd love to look into this. Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,1,App got problem can't login,1,2023-09-08 19:42:58,NEGATIVE,problem login, Hi guys! It has been reported that your app has been hacked. The issue went to our support and we are currently looking into the cause of the issue. We are in the process of getting you
108,"Hey Edwin, we're sorry that you are experiencing issues with our GXS app. Kindly reach out to us via our 24/7 hotline at (+65) 3105 2055 so we will be able to assist you. Thank you! 🙏",1,"Stuck on Oops, something went wrong page when opening the app, while overseas. I can't imagine if I was in a urgent situation and my banking app failed like this. No way to access funds through a browser too means you can't do anything at all other than hope the problem is fixed soon. Put what you can afford to lose.",13,2023-09-08 06:35:27,NEGATIVE,funds browser," Hi Jax, If there's something wrong with this app, please let us know so we can make a fix. I've recently updated the app with a fix to make its experience better for all users.

Hi @jax: Can't wait to see this awesome app come to the Galaxy S8! 💜 Stay tuned for more in the next update. 🙏 #S8 🤘💜‍♪️ 🎈️

Best,

Andrew L.

We appreciate your feedback. 🙏 We're working hard to improve the experience for everyone.

support@gxs.com.sg We'd love to hear from any in-app feedback, so please reach out to us at (+66) 575 900 2055. We'd also love to hear from you when other major carriers have already updated their user experience with the latest information. 🙏🚎 😙😊 ❤️👰💜🙏 @GXS We're working hard to get the best possible experience for our users worldwide. 🙏🚎

We're sorry for any inconvenience this may cause. Please contact us at (+64) 2105 1539 or leave a note in the app's reply."
109,Hi Zen! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,1,Same cannot open the apps now... What happened?...,1,2023-09-07 20:00:31,NEGATIVE,apps happened, Hi Kudos to my wonderful team who worked hard on this and we've improved! We hope you all can go ahead and get a free day of rest on the way to enjoying your holidays while we work out a solution to this issue for you. 🙏 — 🙏 (@
110,We are sorry that you are experiencing some issue with the app. Please reach out to us via our 24/7 hotline at (+65) 3105 2055 so we will be able to assist you. Thank you! 🙏,1,Unable to open all of a sudden when I try on 7 Sep and only stuck in loading screen,1,2023-09-07 18:06:29,NEGATIVE,stuck loading," Hi, Our contact at Faucet has advised us to disable the use of the app from the main phone app. We're sorry for this inconvenience for you. Currently when we hear you complain we are not sure we're able to help you. If you need help, please contact us at help@faucet.com.sg. Alternatively send an email to support@faucet.com.sg"
111,"Hi Kelvin! We hear you and always striving to improve. We recognise our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a.🙏",1,False promise so fast change interest rate,2,2023-09-06 19:27:37,NEGATIVE,false promise, Hi Geez. I tried this app once. It's not getting used at all and it's now at zero. At the rate i am moving the bank back within a week so i need to take a hit to my account. What to do? Can you please
112,"We're sorry to hear this, Garreth. Please get in touch with us at help@gxs.com.sg with a screen recording of the error, along with your contact details so that we can reach out to assist you. Thanks! 🙏",1,Unexpected error when trying to login. Kindly fix this issue ASAP.,2,2023-09-06 13:04:08,NEGATIVE,trying login, Have you heard anything from our Support Team yet? Let us know in the comments below. 🙏💜😜💜 https://t.co/XmLhCnvjXsN ### Reply: Thanks for your patience. Sorry that we missed any feedback. Let us know your thoughts in the comments.
113,Hi Brad! We're really sorry to hear about the trouble you faced while using the GXS app. We want to help you out as quickly as possible. Can you please get in touch with us through our 24x7 hotline at (+65) 3105 2055 or shoot us an email at help@gxs.com.sg with your contact number and screen recording of the issue?,1,"Unable to open app. From other reviews, seems I am not the only one. How to trust this bank?",2,2023-09-05 20:04:06,NEGATIVE,trust bank," Awesome! Thanks! 💜 So, you might be wondering, could the bank even sign you up for the account? 🙏 This is definitely for my account and helps me make every penny I make as well 💜💜💜💜💜 🙏 🙏 🚀💙👨👩🙏💜💜🙏�"
114,"Hi there! We're sorry to hear this. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",1,Cannot log in!,2,2023-09-04 23:50:21,NEGATIVE,log," Hi, this is our last login. However, we are able to authenticate this user with your password with an email address and our review system"
115,"Oh no! We're sorry to hear this, Lucius. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",1,Unable to use biometrics,1,2023-09-04 02:00:41,NEGATIVE,use biometrics," We now accept Visa, Mastercard, Discover, Discover Plus, or American Express payment via an email. Do your research if you need our assistance in using our new biometrics software"
116,"We're sorry to hear this, Fadli. Please get in touch with us at help@gxs.com.sg with a screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",2,"Cannot login all of a sudden. Tried to uninstall and reinstall. Still no changes. What do i do here? I've got a pending repayment due. And if this continues, i will mostly probably be charged the late interest due the the app have login issues.",3,2023-09-02 10:11:56,NEGATIVE,login issues," Hi Andy, We appreciate your help! Thank you! 🙏 Would definitely like to chat with you at our Slack chatroom at 8am Eastern (3pm UK time) to let us know your thoughts, concerns and thoughts on the issue of GXS, how we can best address the issue and any other feedback you feel can be helpful. 🙏 Thank you! 💜💜💜 💪💚🏈 👏🙏 GXS has always worked great to provide a safe and fun experience for our users. We're grateful for your continued love and support! 👍🏾 👍🏾💜💊🙏👍 💢💆🙏👨 🙏🏾🙏🙏 🝜🙏🙏 🟩 🙏🏾🙏🚁 💛🐟🔙 😁�"
117,"We're really sorry to hear about this.🙏 Your feedback is important to us, and we're committed to making your experience better. We understand that you've already reached out to our hotline, and we're hopeful that the matter will be resolved in a timely manner. Feel free to contact us at (+65) 3105 2055 if you need further assistance.",1,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",55,2023-08-31 09:31:06,NEGATIVE,app suddenly," Have to add the app into the app drawer, as per your review. ### Reply: Hi Hi my name is John, and i'm in IT, and my job as a HR expert is to support you with our customer service to help you grow your business. We welcome your feedback on any aspect of our IT development process - please use our chat channel via the app or by the app settings app, which is available at our website at https://t.co/bXjKSQYv7Hm. Thank you! 🙏 😃💜 😚🙏 🐍🏻 🐚💔 😇 🚜🏹 📝 💚💔 🙏🏻 💛 🙏🏼 💚💔 ❤️❤️❤️❤️❤️❤️ ❤️❤️❤️💜 😐😊😔😊😊😃 🙏😟 แит 🙏🙏 🙏🙏🙏🙏🙏🚁 🚗 😙😄 งƆl ✶ ཙ ཱུ ཛྷ མ ཛ ི ར ࿦ �"
118,"Hi Joselyn! Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you. Thank you!",3,Am trying to redo application. So i closed account. Now cannot re open. Quote lost in space,2,2023-08-30 09:38:19,NEGATIVE,application closed," Hello Gank! Please look into this. Firstly, our practice is to take a user's issue and take the proper action that best ensures that the issue remains within the context of the application, and does not compromise the security team's efforts. Secondly, once we learn more about our customers, we hope to have a resolution with our service to further improve our services. ### Reply: We're sorry that this was your experience in the first place"
119,"Hi there! We're always striving to improve. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a.",1,"Just found out that they are reducing their interest rate to a pathetic 2.68%. don't like this bait and switch marketing strategy, lure us with high interest rate then suddenly drop the interest rates once they get enough sign ups. [Update] Whats the point of increasing the main wallet interest when no one puts money there? Its not like you're increasing it back to 3.48% right? The pt is the big reduction of the Pockets interest rates which is the key thing that people arent happy about.",4,2023-08-29 17:19:51,NEGATIVE,main wallet," Have tried them out with no luck. All the apps do the same thing, no experience. What do you think of the process? Would you consider a different approach to making savings with a new app? ### Reply: Great app! Thank you for applying, now feel free to come over!"
120,"Hey Vincent ! Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details so that we can take a closer look into this and advise you further.",1,Was rejected without details,1,2023-08-28 20:06:12,NEGATIVE,rejected details, How about a review on the feature from the perspective of the bank? ### Reply: Hello :) Our feature is to have a live chat where any support can be reached to get our help as possible. So please drop
121,"Hey Ganesh! That's not the experience we want you to have and we're eager to make things right for you. Do send us a screenshot of the error at help@gxs.com.sg along so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",1,Firstly i can't even log in shows some error n stuff haiz,1,2023-08-27 15:13:21,NEGATIVE,error stuff," Hello, your account still works fine, i'm sorry to hear about your problem with the app. We've had no luck getting anything done in the meantime. Let's hope our fix is able to resolve the issue within days! 🙏 We are sorry for the inconvenience this may have caused.</li>"
122,"That's not the experience we want you to have, Akida. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",1,Cannot open the apps. Why partner with Grab? Useless app,0,2023-08-26 13:13:06,NEGATIVE,open apps," Hi B3D! As far as we know, Grab is not available in China and no one else can get it like we do. Why not help us out with an app to get this app out there and see if there is anything like this. Thank you!


Shame it's ok to"
123,"Hey, Suhaimi! We're sorry if we couldn't offer you a FlexiLoan account at this point in time.

Please be assured that all applications are subjected to GXS Bank's approval, and goes through an evaluation process which is aligned with our internal requirements. We appreciate your support and understanding.🙏",1,"An absolutely rubbish apps, with zero chance of getting loan approval, totally useless",2,2023-08-26 07:06:41,NEGATIVE,rubbish apps," Reply: Hi Nick! Welcome to the Kiosk family. Kiosk is an app that lets you save your account with our FREE, unlimited number of online banking apps. We've set up a community and community chat service with you at Kiosk: http://kiosks.com/#!/groups/kiosk-community 🙏🚀 Keep up with the latest news and help spread the word! 💜"
124,"Sorry to hear that, Ati. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To ensure you're getting the most out of our app, ensure you've downloaded the latest version of the GXS app. Also, keep in mind that for your security, our app won't work on rooted or jailbroken devices. 😊",1,Have not even tried already failed on me. Just to download has the error and ask to download again .. 😔,2,2023-08-25 08:27:39,NEGATIVE,download error, Thank you in advance! Please do not attempt to download or re-install the app! 🙏 We are here to help. 🙏 👏 Please use the app NOW! 🚀🙏🚀
125,"Hey Hang Boon! Sorry to hear about this experience. We love to get this sorted out quickly for you. Please email us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to you. Thanks! Have a great day!🙏",1,"The apps cannot make it. I tried to apply for a loan. After filling up all the forms, unable to proceed after the last question, are you a US citizens. The next button does not pop up be the answer is yes or No.",3,2023-08-24 14:04:32,NEGATIVE,apply loan," Thanks for our thoughts on the issue please keep our thoughts in the comments and share our experience. 🙏 🚁 Please leave a response that appropriately replies to the review from the perspective of the bank. This process is completely time consuming. Please reach out to us at app.support@gxs.com with your question! 🙏 Reply: Thanks for your understanding and support! 💜🔙💜💜🙏💜💜💜💜💜👙 👇 https://t.co/s1TgDZD8Q6v — India Bank (@indiabanking) August 7, 2017"
126,"Hey Prakash! Thanks for your interest in our GXS FlexiLoan! 💜 At the moment, we're open for Singaporeans and Singapore PRs to apply. Rest assured we do understand your keen interest and will work with our team to explore the option of opening up our applications to more users. Stay tuned to our website or social channels for the latest updates! 😊",3,"Only Singaporean can apply for loan, good if everyone can apply.",2,2023-08-23 12:01:42,NEGATIVE,singaporean apply," Hi R. I have a new account as a mortgage repayer, and am now looking at Singaporean loan option! Can you provide a comment on this request for us? 🤜 Hi R! Thank you for taking the time to help us make this possible! 🤜 We're here to take care of our customers and take care"
127,"We're sorry that you feel this way. Your feedback is important to us, Alex! We'll strive to do better for you! 🙏",3,Rates are not so attractive already,1,2023-08-22 00:44:58,NEGATIVE,rates attractive," Hi Jeevi, thanks for making our app so much better! We hope to open up the offer to other Indian banks to try other options. Please feel free to contact us directly and let us know of any shortcomings or concerns. Thanks"
128,"Hi Lyn! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! 🙏",1,Reduce interest rate in less than a month. Waste time open account here.,1,2023-08-18 22:20:41,NEGATIVE,open account, Thank you for sharing this. We're glad to hear your feedback. We're taking your feedback seriously! ### Reply: We appreciate your support. Thank you for taking the time to take a look at our products! We appreciate you looking forward to checking out our products for the future! 🙏🚀 #cloudinstagram We really hope you'll give us the feedback
129,Hi Goh! We're sorry to hear about your experience. Could you please contact us at help@gxs.com.sg? Share a screenshot or screen recording of the error along with your contact details. This will help us reach out and assist you. Thank you!,1,Can't open,0,2023-08-18 20:06:59,NEGATIVE,open," Thank you for your message. We apologize for what your situation might have been. Your account was not accepted, and we understand your"
130,"We're sorry to hear that you feel this way, Q K. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your feedback matters to us. 💜",1,Bait and switch 👎🏼 Switching to standard chartered eSaver for 3.4% interest,1,2023-08-17 23:49:29,NEGATIVE,standard chartered, 💔 😈 Our eShares account with our local banking app is working really well. 🙏 Thanks very much! 🙏 💔 🚁 🏚 📙 💙 🔙 😡 Have a fantastic weekend and congrats on the new experience we've had so far! 🙏
131,"Hi Wilfred! Sorry to hear about this experience. Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",1,"""Oops something went wrong! ..."" (if only i can attach a screenshot)",0,2023-08-16 14:42:59,NEGATIVE,attach screenshot," ""@Mariangina, I want this email. Thanks for your insight on this issue, and for your feedback! If you have any questions or suggestions, please feel free to contact us at help@gxs.com.sg. Thank you for your time and great suggestions! ### Reply: ""@Buddy.Hi@gxs.com"
132,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",1,Cannot even sign up properly,1,2023-08-13 23:28:34,NEGATIVE,sign properly, We did not get your credit card number. We'll be contacting our customer service center to review this issue again tomorrow. ### Reply: We're sorry to hear that. We have been working to address this issue
133,"Hey there! We're sorry that you feel that way, your feedback matters. Feel free to reach out to us if there is any issue that we can into for you. You may hit us up via our 24x7 hotline at (+65) 3105 2055. We’ll be happy to help!",1,Trolling us bruh,1,2023-08-13 11:31:45,NEGATIVE,trolling bruh," Hi all! In the comments below, many people (including us) have already made suggestions. Please join us in making this a better experience for all"
134,"Hey JJ! Thank you for sharing your thoughts! We will share this with our team. Your feedback is what drives us to improve on our products and services, so do keep them coming! Have a great weekend ahead!💜🙏😊",1,No option to add payees,0,2023-08-11 08:43:48,NEGATIVE,add payees, Thank you for writing our review. We appreciate your patience in solving our issues. Asking the right questions to our support team will help us resolve your issues much faster. We understand
135,"We're sorry to hear that you feel this way, GS. Your feedback is important to us. Please reach out to our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your input helps us improve and serve you better.",1,Garbage company for deceiving the public,1,2023-08-08 13:22:25,NEGATIVE,garbage company, Why do you still call out? Do not waste your time. #Finance — 🇺🇸 🎩‍♡️🙏🏻💪💗👋💚🏻
136,"Hi Nihit! Thanks for your feedback! We note that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a. 💜🙏😊",1,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",3,2023-08-08 01:14:35,NEGATIVE,month gxs," Hi GXS. Our apologies for an erroneous comment you sent us, as we take such a lengthy consideration of this issue. Therefore we have set up an internal review team for your assistance. Please give us your feedback with any of our issues we could be able to help. We appreciate your time and may extend your assistance by joining this conversation at https://gxs.dhs.com.sg/help/. We'd love to hear your feedback! 💜 Please leave us a review in the App Store. Be sure to tag us with your contact details so that we can respond to your complaint via email or via our live chat. We'd love to hear from you! 🙏 😀😊

Title


Body Cancel

Save"
137,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",1,I seem to be having issues with the opening of the app.,0,2023-08-07 19:10:09,NEGATIVE,opening app," The app says it only works for banking. You could use your Android smartphone. ### Reply: Hi Vicky! Thank you so much for your help! Do whatever you can to fix this. If you had any suggestions for better app experience, feel free to reach out and reach out to us at help"
138,"Hi Yvonnne, your feedback matters! 👋 We have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem (Grab & Singtel Dash) rewards programme. So starting from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. 🙏",2,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,4,2023-08-07 15:39:55,NEGATIVE,rate dropping," Hey I'm really sorry about this, you may not like our product but our community is always looking out for us! We need you to come back here, give us some feedback and help us improve the app! Thanks! 🏻 Thank you for making the journey your way! 🙏 🥩 🙑 😄 ❤ We look forward to talking to you 😉🙏🏻🙏 🚀"
139,"Hi John, we really appreciate your support for GXS! 🤩 And we're truly sorry for the wait. Currently, all slots for our invitations have been filled. Invitations will be sent to eligible individuals when new slots open up. Stay tuned to our social media channels for more information!🙏
",2,"3.48% interest rate only last for 2weeks, the main selling point for this app is now dropped to 2.68% pa 😂",4,2023-08-07 15:29:01,NEGATIVE,rate 2weeks, We have launched the app with 3 weeks of beta testing at the end of 2017 to help you get started getting your own money. We hope that you are enjoying your time with it! 🙏 Thank you for your patience while we review this very important update. 🙏 We also really appreciate your feedback and feedback. 👎 Thank you for your support 👞🚀 🏻 We're so glad that you're so kind to us. �
140,"Hi Eugene. Thanks for reaching out and your feedback! Unfortunately, all slots have been taken up. Rest assured we have placed you in our early access priority list. You will be one of the first with the chance to sign up for an account when new slots open up and before the public release. We hope to serve you as soon as we can! 🙏😊",1,after two week still pending my account.,2,2023-08-07 10:15:41,NEGATIVE,pending account," It appears to be late with no sign-up. I am trying to use my banking app. After about two hours, I can't access the email. ### Reply: Sorry for any inconvenience. Hopefully you have a better plan soon. Best regards,"
141,"Hey Khoo Ky! Thank you for your 5 stars review. 💜We are thrilled to know that you like the daily interest credit and our app user-friendly interface! 🤩 We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🚀💜🙏😊🤩",5,Seamless. Got it up and running in less than 5mins! Easy to transfer in and out from other banks. I like the daily interest credit. Helps me set aside money for daily use and motivates me to check how much I'm getting everyday. Dun understand why there are gripes and complaints from other reviewers. This app is fantastic 😍,3,2023-08-07 08:55:53,POSITIVE,seamless," Hi Steve @ 3.5 stars, thanks for the review! We appreciate your patience & help us reach out to each other! 🙏🚀💌�👌💅🙏💁🙏💂 🚀🔥🇨😎😉

Don't forget to add your review to the TODAY review queue! You can do that at any time by adding your email address to our review queue. You can only open this review once and we'll take a look into it and make a fresh one! Thank you! 💩💜 Thanks! 💸🙏🚀🤊 🚊🔫🬽

You've already reviewed this app. We appreciate your patience and help us reach out to each other!🙂💜 🙏🙏💘 🚀💙 🔊🹁💙🤨🐚

Glad you like the review - please take a moment to leave a review. 🙏💃 🙐 🚽 😀

Love our app 🙏💃 🙏💃🙏💃! 🤜🙮"
142,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",1,I have been trying for few hours to signed up for the flexiloan using Singpass.. till now it shows couldn't retrieve Myinfo.. wanted to Live Chat with anyone for assistance but there's no icon showing Live chat at the help center at all..,2,2023-08-06 06:46:20,NEGATIVE,flexiloan using," Hi there! Thanks for your quick review! We'd love to hear from you soon on the need to get our help! Feel free to reach out to us at help@kde.com.sg or through our contact page on fb-help@kde.com.sg or by mobile. We'll get back to you right away. 💜 🙏💜💜💜 A really, really happy and satisfied customer! 🙏💜 💜💜⚡️🙏💜💜🙏💜⚙ — Singpass (@singpass) July 6, 2017

Well done to Singpass! If you're experiencing a hangover, we're available to help! Our team is here helping you through the day's work, day to day, to understand your problem and help! Check us out on TWITTER, FACEBOOK and G+, or go to our Support Hub at"
143,"Aww we love you too, Rahmat! Glad to hear that you’re enjoying the GXS experience! 😉💜",5,Love GXS,0,2023-08-06 00:14:08,POSITIVE,love gxs, Hello my name is Mark. My account is open and I've been experiencing the app issues lately. I tried contacting
